[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Crosbee,Mark,CSLX Test
104,11498,0.011498,[0]
105,11387,0.011387,[1]
106,11287,0.011287,[0]
107,10997,0.010997,[1]
108,10639,0.010639,[0]
109,10475,0.010475,[1]
110,10513,0.010513,[0]
111,10640,0.01064,[1]
112,10794,0.010794,[0]
113,11111,0.011111,[1]
114,11043,0.011043,[0]
115,11367,0.011367,[1]
116,11143,0.011143,[0]
117,10855,0.010855,[1]
118,10709,0.010709,[0]
119,10674,0.010674,[1]
120,10917,0.010917,[0]
121,11047,0.011047,[1]
122,10943,0.010943,[0]
123,10592,0.010592,[1]
124,10194,0.010194,[0]
125,10223,0.010223,[1]
126,10169,0.010169,[0]
127,10135,0.010135,[1]
128,10291,0.010291,[0]
129,10515,0.010515,[1]
130,10453,0.010453,[0]
131,10068,0.010068,[1]
132,10016,0.010016,[0]
133,9856,0.009856,[1]
134,9582,0.009582,[0]
135,9605,0.009605,[1]
136,9691,0.009691,[0]
137,9813,0.009813,[1]
138,9496,0.009496,[0]
139,9551,0.009551,[1]
140,9272,0.009272,[0]
141,9179,0.009179,[1]
142,9161,0.009161,[0]
143,9243,0.009243,[1]
144,9553,0.009553,[0]
145,9471,0.009471,[1]
146,9275,0.009275,[0]
147,9260,0.00926,[1]
148,9401,0.009401,[0]
149,9504,0.009504,[1]
150,9581,0.009581,[0]
151,10348,0.010348,[1]
152,10372,0.010372,[0]
153,9892,0.009892,[1]
154,9489,0.009489,[0]
155,9820,0.00982,[1]
156,10139,0.010139,[0]
157,10545,0.010545,[1]
158,10535,0.010535,[0]
159,10510,0.01051,[1]
160,10602,0.010602,[0]
161,10649,0.010649,[1]
162,10459,0.010459,[0]
163,10420,0.01042,[1]
164,10907,0.010907,[0]
165,11107,0.011107,[1]
166,10970,0.01097,[0]
167,11142,0.011142,[1]
168,11160,0.01116,[0]
169,11223,0.011223,[1]
170,11143,0.011143,[0]
171,11031,0.011031,[1]
172,11485,0.011485,[0]
173,11173,0.011173,[1]
174,10718,0.010718,[0]
175,10529,0.010529,[1]
176,10293,0.010293,[0]
177,9855,0.009855,[1]
178,9765,0.009765,[0]
179,9846,0.009846,[1]
180,9746,0.009746,[0]
181,9564,0.009564,[1]
182,9861,0.009861,[0]
183,9664,0.009664,[1]
184,9738,0.009738,[0]
185,9422,0.009422,[1]
186,9367,0.009367,[0]
187,9462,0.009462,[1]
188,9444,0.009444,[0]
189,9256,0.009256,[1]
190,9324,0.009324,[0]
191,9255,0.009255,[1]
192,9232,0.009232,[0]
193,9388,0.009388,[1]
194,9519,0.009519,[0]
195,9413,0.009413,[1]
196,9182,0.009182,[0]
197,8933,0.008933,[1]
198,8726,0.008726,[0]
199,8605,0.008605,[1]
200,9142,0.009142,[0]
201,10039,0.010039,[1]
202,10142,0.010142,[0]
203,10515,0.010515,[1]
204,9932,0.009932,[0]
205,9430,0.00943,[1]
206,9010,0.00901,[0]
207,8452,0.008452,[1]
208,8146,0.008146,[0]
209,7899,0.007899,[1]
210,7852,0.007852,[0]
211,7690,0.00769,[1]
212,7991,0.007991,[0]
213,8794,0.008794,[1]
214,9322,0.009322,[0]
215,9434,0.009434,[1]
216,9411,0.009411,[0]
217,8910,0.00891,[1]
218,8601,0.008601,[0]
219,8674,0.008674,[1]
220,8921,0.008921,[0]
221,8933,0.008933,[1]
222,8864,0.008864,[0]
223,8831,0.008831,[1]
224,9229,0.009229,[0]
225,9321,0.009321,[1]
226,9213,0.009213,[0]
227,8925,0.008925,[1]
228,8966,0.008966,[0]
229,9187,0.009187,[1]
230,9176,0.009176,[0]
231,9846,0.009846,[1]
232,9845,0.009845,[0]
233,10099,0.010099,[1]
234,9611,0.009611,[0]
235,9593,0.009593,[1]
236,10066,0.010066,[0]
237,9959,0.009959,[1]
238,9935,0.009935,[0]
239,10120,0.01012,[1]
240,10126,0.010126,[0]
241,10238,0.010238,[1]
242,10086,0.010086,[0]
243,10432,0.010432,[1]
244,10746,0.010746,[0]
245,10296,0.010296,[1]
246,10214,0.010214,[0]
247,10633,0.010633,[1]
248,10874,0.010874,[0]
249,10732,0.010732,[1]
250,10881,0.010881,[0]
251,11214,0.011214,[1]
252,11058,0.011058,[0]
253,10548,0.010548,[1]
254,10497,0.010497,[0]
255,10484,0.010484,[1]
256,10220,0.01022,[0]
257,9866,0.009866,[1]
258,9801,0.009801,[0]
259,10052,0.010052,[1]
260,9962,0.009962,[0]
261,9635,0.009635,[1]
262,9950,0.00995,[0]
263,9879,0.009879,[1]
264,9908,0.009908,[0]
265,9742,0.009742,[1]
266,9864,0.009864,[0]
267,9674,0.009674,[1]
268,9489,0.009489,[0]
269,9423,0.009423,[1]
270,9377,0.009377,[0]
271,9317,0.009317,[1]
272,9273,0.009273,[0]
273,9042,0.009042,[1]
274,9269,0.009269,[0]
275,9407,0.009407,[1]
276,9554,0.009554,[0]
277,9207,0.009207,[1]
278,8876,0.008876,[0]
279,8845,0.008845,[1]
280,9056,0.009056,[0]
281,8956,0.008956,[1]
282,8803,0.008803,[0]
283,9037,0.009037,[1]
284,9105,0.009105,[0]
285,9078,0.009078,[1]
286,8927,0.008927,[0]
287,8535,0.008535,[1]
288,8331,0.008331,[0]
289,8192,0.008192,[1]
290,8081,0.008081,[0]
291,8114,0.008114,[1]
292,8259,0.008259,[0]
293,8361,0.008361,[1]
294,8322,0.008322,[0]
295,8331,0.008331,[1]
296,8417,0.008417,[0]
297,8460,0.00846,[1]
298,8372,0.008372,[0]
299,8489,0.008489,[1]
300,8412,0.008412,[0]
301,8552,0.008552,[1]
302,8613,0.008613,[0]
303,8686,0.008686,[1]
304,8673,0.008673,[0]
305,8610,0.00861,[1]
306,8713,0.008713,[0]
307,8702,0.008702,[1]
308,9085,0.009085,[0]
309,9057,0.009057,[1]
310,9234,0.009234,[0]
311,9389,0.009389,[1]
312,9227,0.009227,[0]
313,9182,0.009182,[1]
314,9251,0.009251,[0]
315,9585,0.009585,[1]
316,9540,0.00954,[0]
317,9862,0.009862,[1]
318,9710,0.00971,[0]
319,9978,0.009978,[1]
320,9833,0.009833,[0]
321,10034,0.010034,[1]
322,10173,0.010173,[0]
323,10004,0.010004,[1]
324,9984,0.009984,[0]
325,10328,0.010328,[1]
326,10833,0.010833,[0]
327,10449,0.010449,[1]
328,10375,0.010375,[0]
329,10452,0.010452,[1]
330,10594,0.010594,[0]
331,10674,0.010674,[1]
332,11130,0.01113,[0]
333,11255,0.011255,[1]
334,11120,0.01112,[0]
335,10486,0.010486,[1]
336,10795,0.010795,[0]
337,10529,0.010529,[1]
338,10564,0.010564,[0]
339,10195,0.010195,[1]
340,9933,0.009933,[0]
341,9708,0.009708,[1]
342,9290,0.00929,[0]
343,9118,0.009118,[1]
344,9197,0.009197,[0]
345,9345,0.009345,[1]
346,8944,0.008944,[0]
347,9240,0.00924,[1]
348,9649,0.009649,[0]
349,9472,0.009472,[1]
350,9329,0.009329,[0]
351,9455,0.009455,[1]
352,9310,0.00931,[0]
353,8915,0.008915,[1]
354,8733,0.008733,[0]
355,8758,0.008758,[1]
356,8791,0.008791,[0]
357,8647,0.008647,[1]
358,8864,0.008864,[0]
359,9071,0.009071,[1]
360,8860,0.00886,[0]
361,8733,0.008733,[1]
362,8600,0.0086,[0]
363,8573,0.008573,[1]
364,8534,0.008534,[0]
365,8571,0.008571,[1]
366,8718,0.008718,[0]
367,8820,0.00882,[1]
368,8408,0.008408,[0]
369,8346,0.008346,[1]
370,8281,0.008281,[0]
371,8108,0.008108,[1]
372,8017,0.008017,[0]
373,8149,0.008149,[1]
374,8319,0.008319,[0]
375,8230,0.00823,[1]
376,8438,0.008438,[0]
377,8572,0.008572,[1]
378,8586,0.008586,[0]
379,8619,0.008619,[1]
380,8677,0.008677,[0]
381,8647,0.008647,[1]
382,8606,0.008606,[0]
383,8504,0.008504,[1]
384,8789,0.008789,[0]
385,8894,0.008894,[1]
386,8850,0.00885,[0]
387,8871,0.008871,[1]
388,9068,0.009068,[0]
389,9080,0.00908,[1]
390,8974,0.008974,[0]
391,9272,0.009272,[1]
392,9339,0.009339,[0]
393,9169,0.009169,[1]
394,9149,0.009149,[0]
395,9191,0.009191,[1]
396,9193,0.009193,[0]
397,9312,0.009312,[1]
398,9454,0.009454,[0]
399,9919,0.009919,[1]
400,10049,0.010049,[0]
401,9929,0.009929,[1]
402,9856,0.009856,[0]
403,9894,0.009894,[1]
404,9870,0.00987,[0]
405,9881,0.009881,[1]
406,9932,0.009932,[0]
407,10024,0.010024,[1]
408,10136,0.010136,[0]
409,10292,0.010292,[1]
410,10463,0.010463,[0]
411,10481,0.010481,[1]
412,10283,0.010283,[0]
413,10201,0.010201,[1]
414,10489,0.010489,[0]
415,10552,0.010552,[1]
416,10015,0.010015,[0]
417,9620,0.00962,[1]
418,9403,0.009403,[0]
419,9281,0.009281,[1]
420,9265,0.009265,[0]
421,9622,0.009622,[1]
422,9700,0.0097,[0]
423,9676,0.009676,[1]
424,9522,0.009522,[0]
425,9390,0.00939,[1]
426,9464,0.009464,[0]
427,9514,0.009514,[1]
428,9342,0.009342,[0]
429,9423,0.009423,[1]
430,9456,0.009456,[0]
431,9351,0.009351,[1]
432,9054,0.009054,[0]
433,9051,0.009051,[1]
434,8987,0.008987,[0]
435,8699,0.008699,[1]
436,8639,0.008639,[0]
437,8621,0.008621,[1]
438,8672,0.008672,[0]
439,8686,0.008686,[1]
440,8618,0.008618,[0]
441,8778,0.008778,[1]
442,8605,0.008605,[0]
443,8307,0.008307,[1]
444,8322,0.008322,[0]
445,8224,0.008224,[1]
446,8266,0.008266,[0]
447,8071,0.008071,[1]
448,8080,0.00808,[0]
449,7961,0.007961,[1]
450,7771,0.007771,[0]
451,7969,0.007969,[1]
452,8001,0.008001,[0]
453,8056,0.008056,[1]
454,8067,0.008067,[0]
455,8197,0.008197,[1]
456,8286,0.008286,[0]
457,8108,0.008108,[1]
458,8062,0.008062,[0]
459,8198,0.008198,[1]
460,8372,0.008372,[0]
461,8308,0.008308,[1]
462,8288,0.008288,[0]
463,8524,0.008524,[1]
464,8394,0.008394,[0]
465,8465,0.008465,[1]
466,8376,0.008376,[0]
467,8616,0.008616,[1]
468,9417,0.009417,[0]
469,9842,0.009842,[1]
470,9781,0.009781,[0]
471,9551,0.009551,[1]
472,9293,0.009293,[0]
473,8874,0.008874,[1]
474,8574,0.008574,[0]
475,8638,0.008638,[1]
476,8824,0.008824,[0]
477,8660,0.00866,[1]
478,9171,0.009171,[0]
479,9336,0.009336,[1]
480,9750,0.00975,[0]
481,9628,0.009628,[1]
482,9888,0.009888,[0]
483,10033,0.010033,[1]
484,9926,0.009926,[0]
485,9691,0.009691,[1]
486,9652,0.009652,[0]
487,9728,0.009728,[1]
488,9809,0.009809,[0]
489,9760,0.00976,[1]
490,9943,0.009943,[0]
491,10191,0.010191,[1]
492,10285,0.010285,[0]
493,10342,0.010342,[1]
494,10653,0.010653,[0]
495,10694,0.010694,[1]
496,10471,0.010471,[0]
497,10370,0.01037,[1]
498,10250,0.01025,[0]
499,10048,0.010048,[1]
500,9932,0.009932,[0]
501,10028,0.010028,[1]
502,10097,0.010097,[0]
503,10080,0.01008,[1]
504,9903,0.009903,[0]
505,9937,0.009937,[1]
506,10001,0.010001,[0]
507,9834,0.009834,[1]
508,9447,0.009447,[0]
509,9394,0.009394,[1]
510,9413,0.009413,[0]
511,9400,0.0094,[1]
512,9484,0.009484,[0]
513,9729,0.009729,[1]
514,9891,0.009891,[0]
515,9776,0.009776,[1]
516,9717,0.009717,[0]
517,9851,0.009851,[1]
518,9631,0.009631,[0]
519,9306,0.009306,[1]
520,9064,0.009064,[0]
521,8879,0.008879,[1]
522,8923,0.008923,[0]
523,8798,0.008798,[1]
524,9074,0.009074,[0]
525,9120,0.00912,[1]
526,8952,0.008952,[0]
527,8708,0.008708,[1]
528,8678,0.008678,[0]
529,8797,0.008797,[1]
530,8677,0.008677,[0]
531,8561,0.008561,[1]
532,8625,0.008625,[0]
533,8653,0.008653,[1]
534,8499,0.008499,[0]
535,8404,0.008404,[1]
536,8342,0.008342,[0]
537,8890,0.00889,[1]
538,8998,0.008998,[0]
539,8845,0.008845,[1]
540,8848,0.008848,[0]
541,8989,0.008989,[1]
542,8718,0.008718,[0]
543,8585,0.008585,[1]
544,8537,0.008537,[0]
545,8709,0.008709,[1]
546,8886,0.008886,[0]
547,9083,0.009083,[1]
548,9021,0.009021,[0]
549,9382,0.009382,[1]
550,9359,0.009359,[0]
551,9239,0.009239,[1]
552,9370,0.00937,[0]
553,9170,0.00917,[1]
554,9106,0.009106,[0]
555,9017,0.009017,[1]
556,8914,0.008914,[0]
557,9280,0.00928,[1]
558,9394,0.009394,[0]
559,9557,0.009557,[1]
560,9926,0.009926,[0]
561,9824,0.009824,[1]
562,9943,0.009943,[0]
563,9727,0.009727,[1]
564,9674,0.009674,[0]
565,9720,0.00972,[1]
566,9597,0.009597,[0]
567,9855,0.009855,[1]
568,9992,0.009992,[0]
569,10002,0.010002,[1]
570,10028,0.010028,[0]
571,10223,0.010223,[1]
572,10465,0.010465,[0]
573,10286,0.010286,[1]
574,10361,0.010361,[0]
575,10554,0.010554,[1]
576,10494,0.010494,[0]
577,10282,0.010282,[1]
578,10242,0.010242,[0]
579,10352,0.010352,[1]
580,10491,0.010491,[0]
581,10311,0.010311,[1]
582,10565,0.010565,[0]
583,10565,0.010565,[1]
584,10390,0.01039,[0]
585,10179,0.010179,[1]
586,10153,0.010153,[0]
587,9827,0.009827,[1]
588,9468,0.009468,[0]
589,9227,0.009227,[1]
590,9444,0.009444,[0]
591,9558,0.009558,[1]
592,9446,0.009446,[0]
593,9555,0.009555,[1]
594,9677,0.009677,[0]
595,9791,0.009791,[1]
596,9559,0.009559,[0]
597,9713,0.009713,[1]
598,9619,0.009619,[0]
599,9358,0.009358,[1]
600,9117,0.009117,[0]
601,9367,0.009367,[1]
602,9376,0.009376,[0]
603,9068,0.009068,[1]
604,8930,0.00893,[0]
605,8913,0.008913,[1]
606,9364,0.009364,[0]
607,9164,0.009164,[1]
608,9302,0.009302,[0]
609,9138,0.009138,[1]
610,8869,0.008869,[0]
611,8543,0.008543,[1]
612,8280,0.00828,[0]
613,8199,0.008199,[1]
614,7994,0.007994,[0]
615,8076,0.008076,[1]
616,8216,0.008216,[0]
617,8155,0.008155,[1]
618,8144,0.008144,[0]
619,8442,0.008442,[1]
620,8559,0.008559,[0]
621,8440,0.00844,[1]
622,8358,0.008358,[0]
623,8403,0.008403,[1]
624,8364,0.008364,[0]
625,8151,0.008151,[1]
626,8312,0.008312,[0]
627,8323,0.008323,[1]
628,8463,0.008463,[0]
629,8291,0.008291,[1]
630,8559,0.008559,[0]
631,8704,0.008704,[1]
632,8692,0.008692,[0]
633,8740,0.00874,[1]
634,8828,0.008828,[0]
635,8768,0.008768,[1]
636,8852,0.008852,[0]
637,9093,0.009093,[1]
638,9097,0.009097,[0]
639,9170,0.00917,[1]
640,9088,0.009088,[0]
641,9184,0.009184,[1]
642,9177,0.009177,[0]
643,8971,0.008971,[1]
644,9045,0.009045,[0]
645,9363,0.009363,[1]
646,9511,0.009511,[0]
647,9512,0.009512,[1]
648,9794,0.009794,[0]
649,9923,0.009923,[1]
650,10003,0.010003,[0]
651,10074,0.010074,[1]
652,10318,0.010318,[0]
653,10299,0.010299,[1]
654,10087,0.010087,[0]
655,10127,0.010127,[1]
656,10104,0.010104,[0]
657,10064,0.010064,[1]
658,9792,0.009792,[0]
659,9857,0.009857,[1]
660,10214,0.010214,[0]
661,10379,0.010379,[1]
662,10521,0.010521,[0]
663,10655,0.010655,[1]
664,10528,0.010528,[0]
665,10311,0.010311,[1]
666,10398,0.010398,[0]
667,10542,0.010542,[1]
668,10556,0.010556,[0]
669,10328,0.010328,[1]
670,10120,0.01012,[0]
671,10286,0.010286,[1]
672,10100,0.0101,[0]
673,9984,0.009984,[1]
674,9708,0.009708,[0]
675,9625,0.009625,[1]
676,9378,0.009378,[0]
677,9340,0.00934,[1]
678,9302,0.009302,[0]
679,9559,0.009559,[1]
680,9450,0.00945,[0]
681,9598,0.009598,[1]
682,9837,0.009837,[0]
683,9945,0.009945,[1]
684,9773,0.009773,[0]
685,9580,0.00958,[1]
686,9452,0.009452,[0]
687,9267,0.009267,[1]
688,9056,0.009056,[0]
689,9173,0.009173,[1]
690,9213,0.009213,[0]
691,9191,0.009191,[1]
692,8954,0.008954,[0]
693,9085,0.009085,[1]
694,9182,0.009182,[0]
695,9118,0.009118,[1]
696,9034,0.009034,[0]
697,9133,0.009133,[1]
698,8892,0.008892,[0]
699,8655,0.008655,[1]
700,8529,0.008529,[0]
701,8578,0.008578,[1]
702,8524,0.008524,[0]
703,8274,0.008274,[1]
704,8432,0.008432,[0]
705,8519,0.008519,[1]
706,8631,0.008631,[0]
707,8638,0.008638,[1]
708,8831,0.008831,[0]
709,8871,0.008871,[1]
710,8842,0.008842,[0]
711,8690,0.00869,[1]
712,8692,0.008692,[0]
713,8762,0.008762,[1]
714,8671,0.008671,[0]
715,8765,0.008765,[1]
716,8981,0.008981,[0]
717,8897,0.008897,[1]
718,9046,0.009046,[0]
719,9390,0.00939,[1]
720,9326,0.009326,[0]
721,9271,0.009271,[1]
722,9137,0.009137,[0]
723,9261,0.009261,[1]
724,9280,0.00928,[0]
725,9152,0.009152,[1]
726,9440,0.00944,[0]
727,9487,0.009487,[1]
728,9742,0.009742,[0]
729,9707,0.009707,[1]
730,9728,0.009728,[0]
731,9954,0.009954,[1]
732,9946,0.009946,[0]
733,9754,0.009754,[1]
734,10063,0.010063,[0]
735,10201,0.010201,[1]
736,10172,0.010172,[0]
737,10171,0.010171,[1]
738,10739,0.010739,[0]
739,10755,0.010755,[1]
740,11098,0.011098,[0]
741,11256,0.011256,[1]
742,10984,0.010984,[0]
743,10418,0.010418,[1]
744,9819,0.009819,[0]
745,9674,0.009674,[1]
746,10032,0.010032,[0]
747,10231,0.010231,[1]
748,10296,0.010296,[0]
749,10714,0.010714,[1]
750,10612,0.010612,[0]
751,10563,0.010563,[1]
752,10199,0.010199,[0]
753,10155,0.010155,[1]
754,9916,0.009916,[0]
755,9459,0.009459,[1]
756,9223,0.009223,[0]
757,9164,0.009164,[1]
758,9169,0.009169,[0]
759,9217,0.009217,[1]
760,9288,0.009288,[0]
761,9800,0.0098,[1]
762,9775,0.009775,[0]
763,9762,0.009762,[1]
764,9783,0.009783,[0]
765,9581,0.009581,[1]
766,9486,0.009486,[0]
767,9133,0.009133,[1]
768,9085,0.009085,[0]
769,9067,0.009067,[1]
770,8829,0.008829,[0]
771,8845,0.008845,[1]
772,8757,0.008757,[0]
773,8696,0.008696,[1]
774,8648,0.008648,[0]
775,8515,0.008515,[1]
776,8669,0.008669,[0]
777,8684,0.008684,[1]
778,8496,0.008496,[0]
779,8684,0.008684,[1]
780,8895,0.008895,[0]
781,8855,0.008855,[1]
782,8703,0.008703,[0]
783,8651,0.008651,[1]
784,8661,0.008661,[0]
785,8432,0.008432,[1]
786,8225,0.008225,[0]
787,8090,0.00809,[1]
788,7875,0.007875,[0]
789,7723,0.007723,[1]
790,7716,0.007716,[0]
791,7791,0.007791,[1]
792,7944,0.007944,[0]
793,7859,0.007859,[1]
794,8253,0.008253,[0]
795,8532,0.008532,[1]
796,8791,0.008791,[0]
797,9030,0.00903,[1]
798,9256,0.009256,[0]
799,9177,0.009177,[1]
800,8964,0.008964,[0]
801,8730,0.00873,[1]
802,8639,0.008639,[0]
803,8489,0.008489,[1]
804,8528,0.008528,[0]
805,8527,0.008527,[1]
806,8611,0.008611,[0]
807,8998,0.008998,[1]
808,9207,0.009207,[0]
809,9485,0.009485,[1]
810,9879,0.009879,[0]
811,9996,0.009996,[1]
812,10112,0.010112,[0]
813,9717,0.009717,[1]
814,9696,0.009696,[0]
815,9848,0.009848,[1]
816,9669,0.009669,[0]
817,9681,0.009681,[1]
818,9775,0.009775,[0]
819,10018,0.010018,[1]
820,9877,0.009877,[0]
821,9828,0.009828,[1]
822,10027,0.010027,[0]
823,10218,0.010218,[1]
824,10372,0.010372,[0]
825,10358,0.010358,[1]
826,10547,0.010547,[0]
827,10558,0.010558,[1]
828,10316,0.010316,[0]
829,10387,0.010387,[1]
830,10662,0.010662,[0]
831,10775,0.010775,[1]
832,10558,0.010558,[0]
833,10415,0.010415,[1]
834,10522,0.010522,[0]
835,10342,0.010342,[1]
836,10471,0.010471,[0]
837,10590,0.01059,[1]
838,10715,0.010715,[0]
839,10394,0.010394,[1]
840,10289,0.010289,[0]
841,10297,0.010297,[1]
842,10201,0.010201,[0]
843,9782,0.009782,[1]
844,9931,0.009931,[0]
845,9898,0.009898,[1]
846,9936,0.009936,[0]
847,9680,0.00968,[1]
848,9777,0.009777,[0]
849,9713,0.009713,[1]
850,9476,0.009476,[0]
851,9414,0.009414,[1]
852,9515,0.009515,[0]
853,9486,0.009486,[1]
854,9269,0.009269,[0]
855,9253,0.009253,[1]
856,9208,0.009208,[0]
857,9078,0.009078,[1]
858,8894,0.008894,[0]
859,9100,0.0091,[1]
860,9263,0.009263,[0]
861,8995,0.008995,[1]
862,8944,0.008944,[0]
863,9058,0.009058,[1]
864,8747,0.008747,[0]
865,8432,0.008432,[1]
866,8299,0.008299,[0]
867,8709,0.008709,[1]
868,9089,0.009089,[0]
869,9247,0.009247,[1]
870,9523,0.009523,[0]
871,9401,0.009401,[1]
872,8871,0.008871,[0]
873,8823,0.008823,[1]
874,8586,0.008586,[0]
875,8348,0.008348,[1]
876,7986,0.007986,[0]
877,7988,0.007988,[1]
878,8093,0.008093,[0]
879,7947,0.007947,[1]
880,8438,0.008438,[0]
881,8646,0.008646,[1]
882,8879,0.008879,[0]
883,8931,0.008931,[1]
884,9304,0.009304,[0]
885,9474,0.009474,[1]
886,9345,0.009345,[0]
887,9317,0.009317,[1]
888,9187,0.009187,[0]
889,9405,0.009405,[1]
890,9182,0.009182,[0]
891,9381,0.009381,[1]
892,9457,0.009457,[0]
893,9465,0.009465,[1]
894,9283,0.009283,[0]
895,9445,0.009445,[1]
896,9522,0.009522,[0]
897,9487,0.009487,[1]
898,9726,0.009726,[0]
899,9830,0.00983,[1]
900,9931,0.009931,[0]
901,9976,0.009976,[1]
902,10210,0.01021,[0]
903,10308,0.010308,[1]
904,10333,0.010333,[0]
905,10607,0.010607,[1]
906,10817,0.010817,[0]
907,10572,0.010572,[1]
908,10349,0.010349,[0]
909,10395,0.010395,[1]
910,10333,0.010333,[0]
911,10487,0.010487,[1]
912,10448,0.010448,[0]
913,10525,0.010525,[1]
914,10836,0.010836,[0]
915,10644,0.010644,[1]
916,10592,0.010592,[0]
917,10320,0.01032,[1]
918,9977,0.009977,[0]
919,9659,0.009659,[1]
920,9570,0.00957,[0]
921,9653,0.009653,[1]
922,9512,0.009512,[0]
923,9498,0.009498,[1]
924,9996,0.009996,[0]
925,9806,0.009806,[1]
926,9561,0.009561,[0]
927,9617,0.009617,[1]
928,9355,0.009355,[0]
929,9042,0.009042,[1]
930,8882,0.008882,[0]
931,8819,0.008819,[1]
932,8825,0.008825,[0]
933,8766,0.008766,[1]
934,8968,0.008968,[0]
935,9065,0.009065,[1]
936,9225,0.009225,[0]
937,9463,0.009463,[1]
938,9497,0.009497,[0]
939,9305,0.009305,[1]
940,9125,0.009125,[0]
