[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,O'Callaghan,Georgie,CSLX Tests
1853,8892,0.008892,[1]
1854,8642,0.008642,[0]
1855,8455,0.008455,[1]
1856,8305,0.008305,[0]
1857,8282,0.008282,[1]
1858,8175,0.008175,[0]
1859,8302,0.008302,[1]
1860,8206,0.008206,[0]
1861,8176,0.008176,[1]
1862,8468,0.008468,[0]
1863,8618,0.008618,[1]
1864,8535,0.008535,[0]
1865,8799,0.008799,[1]
1866,8989,0.008989,[0]
1867,8935,0.008935,[1]
1868,9099,0.009099,[0]
1869,9540,0.00954,[1]
1870,9738,0.009738,[0]
1871,10027,0.010027,[1]
1872,10418,0.010418,[0]
1873,10301,0.010301,[1]
1874,10152,0.010152,[0]
1875,10555,0.010555,[1]
1876,10777,0.010777,[0]
1877,10582,0.010582,[1]
1878,10794,0.010794,[0]
1879,10801,0.010801,[1]
1880,10566,0.010566,[0]
1881,10792,0.010792,[1]
1882,10885,0.010885,[0]
1883,10710,0.01071,[1]
1884,10589,0.010589,[0]
1885,10737,0.010737,[1]
1886,10590,0.01059,[0]
1887,10722,0.010722,[1]
1888,10777,0.010777,[0]
1889,10732,0.010732,[1]
1890,10807,0.010807,[0]
1891,10979,0.010979,[1]
1892,11158,0.011158,[0]
1893,11305,0.011305,[1]
1894,11355,0.011355,[0]
1895,11348,0.011348,[1]
1896,11444,0.011444,[0]
1897,11526,0.011526,[1]
1898,11558,0.011558,[0]
1899,11527,0.011527,[1]
1900,11489,0.011489,[0]
1901,11653,0.011653,[1]
1902,11616,0.011616,[0]
1903,11662,0.011662,[1]
1904,11322,0.011322,[0]
1905,11227,0.011227,[1]
1906,11143,0.011143,[0]
1907,11025,0.011025,[1]
1908,10902,0.010902,[0]
1909,10644,0.010644,[1]
1910,10341,0.010341,[0]
1911,10113,0.010113,[1]
1912,10186,0.010186,[0]
1913,10011,0.010011,[1]
1914,9895,0.009895,[0]
1915,9690,0.00969,[1]
1916,9643,0.009643,[0]
1917,9702,0.009702,[1]
1918,9575,0.009575,[0]
1919,9444,0.009444,[1]
1920,9359,0.009359,[0]
1921,9386,0.009386,[1]
1922,9285,0.009285,[0]
1923,9174,0.009174,[1]
1924,9073,0.009073,[0]
1925,8948,0.008948,[1]
1926,8977,0.008977,[0]
1927,9131,0.009131,[1]
1928,9152,0.009152,[0]
1929,9410,0.00941,[1]
1930,9544,0.009544,[0]
1931,9508,0.009508,[1]
1932,9660,0.00966,[0]
1933,9634,0.009634,[1]
1934,9716,0.009716,[0]
1935,9732,0.009732,[1]
1936,10048,0.010048,[0]
1937,10157,0.010157,[1]
1938,10193,0.010193,[0]
1939,10220,0.01022,[1]
1940,10288,0.010288,[0]
1941,10244,0.010244,[1]
1942,10260,0.01026,[0]
1943,10236,0.010236,[1]
1944,10093,0.010093,[0]
1945,10169,0.010169,[1]
1946,10419,0.010419,[0]
1947,10496,0.010496,[1]
1948,10450,0.01045,[0]
1949,10237,0.010237,[1]
1950,10238,0.010238,[0]
1951,10423,0.010423,[1]
1952,10474,0.010474,[0]
1953,10553,0.010553,[1]
1954,10661,0.010661,[0]
1955,10573,0.010573,[1]
1956,10649,0.010649,[0]
1957,10700,0.0107,[1]
1958,10509,0.010509,[0]
1959,10398,0.010398,[1]
1960,10258,0.010258,[0]
1961,10131,0.010131,[1]
1962,9927,0.009927,[0]
1963,9917,0.009917,[1]
1964,9871,0.009871,[0]
1965,9775,0.009775,[1]
1966,10037,0.010037,[0]
1967,10109,0.010109,[1]
1968,9908,0.009908,[0]
1969,10095,0.010095,[1]
1970,10202,0.010202,[0]
1971,10128,0.010128,[1]
1972,10207,0.010207,[0]
1973,10269,0.010269,[1]
1974,10129,0.010129,[0]
1975,10397,0.010397,[1]
1976,10921,0.010921,[0]
1977,11010,0.01101,[1]
1978,11457,0.011457,[0]
1979,11663,0.011663,[1]
1980,11329,0.011329,[0]
1981,11634,0.011634,[1]
1982,11587,0.011587,[0]
1983,11395,0.011395,[1]
1984,11562,0.011562,[0]
1985,11425,0.011425,[1]
1986,11336,0.011336,[0]
1987,11332,0.011332,[1]
1988,11231,0.011231,[0]
1989,11105,0.011105,[1]
1990,10996,0.010996,[0]
1991,10943,0.010943,[1]
1992,11068,0.011068,[0]
1993,11033,0.011033,[1]
1994,10978,0.010978,[0]
1995,10803,0.010803,[1]
1996,10784,0.010784,[0]
1997,10810,0.01081,[1]
1998,10698,0.010698,[0]
1999,10640,0.01064,[1]
2000,10531,0.010531,[0]
2001,10334,0.010334,[1]
2002,10202,0.010202,[0]
2003,10061,0.010061,[1]
2004,9848,0.009848,[0]
2005,9714,0.009714,[1]
2006,9670,0.00967,[0]
2007,9679,0.009679,[1]
2008,9604,0.009604,[0]
2009,9615,0.009615,[1]
2010,9553,0.009553,[0]
2011,9534,0.009534,[1]
2012,9588,0.009588,[0]
2013,9330,0.00933,[1]
2014,9478,0.009478,[0]
2015,9460,0.00946,[1]
2016,9354,0.009354,[0]
2017,9474,0.009474,[1]
2018,9487,0.009487,[0]
2019,9302,0.009302,[1]
2020,9202,0.009202,[0]
2021,9182,0.009182,[1]
2022,9242,0.009242,[0]
2023,9121,0.009121,[1]
2024,9282,0.009282,[0]
2025,9197,0.009197,[1]
2026,9019,0.009019,[0]
2027,9065,0.009065,[1]
2028,8994,0.008994,[0]
2029,9031,0.009031,[1]
2030,9168,0.009168,[0]
2031,9296,0.009296,[1]
2032,9414,0.009414,[0]
2033,9850,0.00985,[1]
2034,9861,0.009861,[0]
2035,10035,0.010035,[1]
2036,10199,0.010199,[0]
2037,10363,0.010363,[1]
2038,10625,0.010625,[0]
2039,10492,0.010492,[1]
2040,10676,0.010676,[0]
2041,10853,0.010853,[1]
2042,10949,0.010949,[0]
2043,11155,0.011155,[1]
2044,11098,0.011098,[0]
2045,11101,0.011101,[1]
2046,11432,0.011432,[0]
2047,11388,0.011388,[1]
2048,11341,0.011341,[0]
2049,11303,0.011303,[1]
2050,11040,0.01104,[0]
2051,11031,0.011031,[1]
2052,11115,0.011115,[0]
2053,11027,0.011027,[1]
2054,10860,0.01086,[0]
2055,10672,0.010672,[1]
2056,10533,0.010533,[0]
2057,10724,0.010724,[1]
2058,10637,0.010637,[0]
2059,10616,0.010616,[1]
2060,10580,0.01058,[0]
2061,10503,0.010503,[1]
2062,10706,0.010706,[0]
2063,10810,0.01081,[1]
2064,10978,0.010978,[0]
2065,10856,0.010856,[1]
2066,11052,0.011052,[0]
2067,10868,0.010868,[1]
2068,10758,0.010758,[0]
2069,10496,0.010496,[1]
2070,10229,0.010229,[0]
2071,10063,0.010063,[1]
2072,9989,0.009989,[0]
2073,9800,0.0098,[1]
2074,9673,0.009673,[0]
2075,9560,0.00956,[1]
2076,9464,0.009464,[0]
2077,9420,0.00942,[1]
2078,9436,0.009436,[0]
2079,9138,0.009138,[1]
2080,9277,0.009277,[0]
2081,9203,0.009203,[1]
2082,8981,0.008981,[0]
2083,8839,0.008839,[1]
2084,9212,0.009212,[0]
2085,9169,0.009169,[1]
2086,9252,0.009252,[0]
2087,9395,0.009395,[1]
2088,9153,0.009153,[0]
2089,9133,0.009133,[1]
2090,9228,0.009228,[0]
2091,9326,0.009326,[1]
2092,9230,0.00923,[0]
2093,9576,0.009576,[1]
2094,9478,0.009478,[0]
2095,9406,0.009406,[1]
2096,9752,0.009752,[0]
2097,9840,0.00984,[1]
2098,9739,0.009739,[0]
2099,9980,0.00998,[1]
2100,9891,0.009891,[0]
2101,9792,0.009792,[1]
2102,9897,0.009897,[0]
2103,9881,0.009881,[1]
2104,9707,0.009707,[0]
2105,9667,0.009667,[1]
2106,9768,0.009768,[0]
2107,9659,0.009659,[1]
2108,9824,0.009824,[0]
2109,9996,0.009996,[1]
2110,9812,0.009812,[0]
2111,9969,0.009969,[1]
2112,10136,0.010136,[0]
2113,10018,0.010018,[1]
2114,10072,0.010072,[0]
2115,10153,0.010153,[1]
2116,10103,0.010103,[0]
2117,10130,0.01013,[1]
2118,10255,0.010255,[0]
2119,10189,0.010189,[1]
2120,10360,0.01036,[0]
2121,10409,0.010409,[1]
2122,10594,0.010594,[0]
2123,10681,0.010681,[1]
2124,10735,0.010735,[0]
2125,10663,0.010663,[1]
2126,10909,0.010909,[0]
2127,10950,0.01095,[1]
2128,10774,0.010774,[0]
2129,10741,0.010741,[1]
2130,10709,0.010709,[0]
2131,10751,0.010751,[1]
2132,10982,0.010982,[0]
2133,10990,0.01099,[1]
2134,11082,0.011082,[0]
2135,11330,0.01133,[1]
2136,11293,0.011293,[0]
2137,11155,0.011155,[1]
2138,11076,0.011076,[0]
2139,11018,0.011018,[1]
2140,10864,0.010864,[0]
2141,10906,0.010906,[1]
2142,10814,0.010814,[0]
2143,10740,0.01074,[1]
2144,10853,0.010853,[0]
2145,10768,0.010768,[1]
2146,10752,0.010752,[0]
2147,10990,0.01099,[1]
2148,11176,0.011176,[0]
2149,11308,0.011308,[1]
2150,11770,0.01177,[0]
2151,12020,0.01202,[1]
2152,12120,0.01212,[0]
2153,12172,0.012172,[1]
2154,12096,0.012096,[0]
2155,11906,0.011906,[1]
2156,11909,0.011909,[0]
2157,11950,0.01195,[1]
2158,11768,0.011768,[0]
2159,11581,0.011581,[1]
2160,11705,0.011705,[0]
2161,11608,0.011608,[1]
2162,11946,0.011946,[0]
2163,11834,0.011834,[1]
2164,11470,0.01147,[0]
2165,11455,0.011455,[1]
2166,11313,0.011313,[0]
2167,11021,0.011021,[1]
2168,11088,0.011088,[0]
2169,10989,0.010989,[1]
2170,10596,0.010596,[0]
2171,10291,0.010291,[1]
2172,10141,0.010141,[0]
2173,9859,0.009859,[1]
2174,9844,0.009844,[0]
2175,9664,0.009664,[1]
2176,9574,0.009574,[0]
2177,9504,0.009504,[1]
2178,9276,0.009276,[0]
2179,9129,0.009129,[1]
2180,8938,0.008938,[0]
2181,8712,0.008712,[1]
2182,8615,0.008615,[0]
2183,8666,0.008666,[1]
2184,8582,0.008582,[0]
2185,8446,0.008446,[1]
2186,8508,0.008508,[0]
2187,8733,0.008733,[1]
2188,8638,0.008638,[0]
2189,8624,0.008624,[1]
2190,8807,0.008807,[0]
2191,8792,0.008792,[1]
2192,8885,0.008885,[0]
2193,8965,0.008965,[1]
2194,8938,0.008938,[0]
2195,9170,0.00917,[1]
2196,9288,0.009288,[0]
2197,9446,0.009446,[1]
2198,9669,0.009669,[0]
2199,9556,0.009556,[1]
2200,9523,0.009523,[0]
2201,9698,0.009698,[1]
2202,9753,0.009753,[0]
2203,9768,0.009768,[1]
2204,9846,0.009846,[0]
2205,9996,0.009996,[1]
2206,10051,0.010051,[0]
2207,10200,0.0102,[1]
2208,10229,0.010229,[0]
2209,10092,0.010092,[1]
2210,10167,0.010167,[0]
2211,10513,0.010513,[1]
2212,10524,0.010524,[0]
2213,10548,0.010548,[1]
2214,10662,0.010662,[0]
2215,10688,0.010688,[1]
2216,10784,0.010784,[0]
2217,11081,0.011081,[1]
2218,11010,0.01101,[0]
2219,10961,0.010961,[1]
2220,10919,0.010919,[0]
2221,10919,0.010919,[1]
2222,10957,0.010957,[0]
2223,10950,0.01095,[1]
2224,10733,0.010733,[0]
2225,10637,0.010637,[1]
2226,10837,0.010837,[0]
2227,10907,0.010907,[1]
2228,10785,0.010785,[0]
2229,10764,0.010764,[1]
2230,10677,0.010677,[0]
2231,10772,0.010772,[1]
2232,10973,0.010973,[0]
2233,10748,0.010748,[1]
2234,10674,0.010674,[0]
2235,10632,0.010632,[1]
2236,10405,0.010405,[0]
2237,10600,0.0106,[1]
2238,10727,0.010727,[0]
2239,10535,0.010535,[1]
2240,10599,0.010599,[0]
2241,10748,0.010748,[1]
2242,10669,0.010669,[0]
2243,10638,0.010638,[1]
2244,10829,0.010829,[0]
2245,10732,0.010732,[1]
2246,10738,0.010738,[0]
2247,10917,0.010917,[1]
2248,10681,0.010681,[0]
2249,10738,0.010738,[1]
2250,10823,0.010823,[0]
2251,10841,0.010841,[1]
2252,10679,0.010679,[0]
2253,10602,0.010602,[1]
2254,10644,0.010644,[0]
2255,10581,0.010581,[1]
2256,10509,0.010509,[0]
2257,10608,0.010608,[1]
2258,10421,0.010421,[0]
2259,10142,0.010142,[1]
2260,10063,0.010063,[0]
2261,9808,0.009808,[1]
2262,9917,0.009917,[0]
2263,9839,0.009839,[1]
2264,9745,0.009745,[0]
2265,9829,0.009829,[1]
2266,9881,0.009881,[0]
2267,9901,0.009901,[1]
2268,9893,0.009893,[0]
2269,9754,0.009754,[1]
2270,9595,0.009595,[0]
2271,9541,0.009541,[1]
2272,9644,0.009644,[0]
2273,9718,0.009718,[1]
2274,9400,0.0094,[0]
2275,9422,0.009422,[1]
2276,9531,0.009531,[0]
2277,9412,0.009412,[1]
2278,9607,0.009607,[0]
2279,9606,0.009606,[1]
2280,9438,0.009438,[0]
2281,9438,0.009438,[1]
2282,9458,0.009458,[0]
2283,9061,0.009061,[1]
2284,8751,0.008751,[0]
2285,8693,0.008693,[1]
2286,8505,0.008505,[0]
2287,8542,0.008542,[1]
2288,8401,0.008401,[0]
2289,8253,0.008253,[1]
2290,8326,0.008326,[0]
2291,8352,0.008352,[1]
2292,8303,0.008303,[0]
2293,8520,0.00852,[1]
2294,8559,0.008559,[0]
2295,8440,0.00844,[1]
2296,8780,0.00878,[0]
2297,8905,0.008905,[1]
2298,8808,0.008808,[0]
2299,9204,0.009204,[1]
2300,9227,0.009227,[0]
2301,9393,0.009393,[1]
2302,9741,0.009741,[0]
2303,10128,0.010128,[1]
2304,10393,0.010393,[0]
2305,10456,0.010456,[1]
2306,10805,0.010805,[0]
2307,11355,0.011355,[1]
2308,11217,0.011217,[0]
2309,11535,0.011535,[1]
2310,11385,0.011385,[0]
2311,11214,0.011214,[1]
2312,11694,0.011694,[0]
2313,11510,0.01151,[1]
2314,11103,0.011103,[0]
2315,11195,0.011195,[1]
2316,11225,0.011225,[0]
2317,10995,0.010995,[1]
2318,11311,0.011311,[0]
2319,11053,0.011053,[1]
2320,10799,0.010799,[0]
2321,10891,0.010891,[1]
2322,10946,0.010946,[0]
2323,10719,0.010719,[1]
2324,10807,0.010807,[0]
2325,10845,0.010845,[1]
2326,10794,0.010794,[0]
2327,10968,0.010968,[1]
2328,11023,0.011023,[0]
2329,11014,0.011014,[1]
2330,11172,0.011172,[0]
2331,11194,0.011194,[1]
2332,11068,0.011068,[0]
2333,11049,0.011049,[1]
2334,10981,0.010981,[0]
2335,10729,0.010729,[1]
2336,10751,0.010751,[0]
2337,10724,0.010724,[1]
2338,10535,0.010535,[0]
2339,10394,0.010394,[1]
2340,10233,0.010233,[0]
2341,10107,0.010107,[1]
2342,10033,0.010033,[0]
2343,9840,0.00984,[1]
2344,9680,0.00968,[0]
2345,9601,0.009601,[1]
2346,9494,0.009494,[0]
2347,9476,0.009476,[1]
2348,9436,0.009436,[0]
2349,9368,0.009368,[1]
2350,9244,0.009244,[0]
2351,9403,0.009403,[1]
2352,9322,0.009322,[0]
2353,9175,0.009175,[1]
2354,9211,0.009211,[0]
2355,9133,0.009133,[1]
2356,9153,0.009153,[0]
2357,9195,0.009195,[1]
2358,9255,0.009255,[0]
2359,9387,0.009387,[1]
2360,9429,0.009429,[0]
2361,9457,0.009457,[1]
2362,9613,0.009613,[0]
2363,9695,0.009695,[1]
2364,9714,0.009714,[0]
2365,9744,0.009744,[1]
2366,10064,0.010064,[0]
2367,10064,0.010064,[1]
2368,10103,0.010103,[0]
2369,10190,0.01019,[1]
2370,10107,0.010107,[0]
2371,10259,0.010259,[1]
2372,10339,0.010339,[0]
2373,10290,0.01029,[1]
2374,10357,0.010357,[0]
2375,10521,0.010521,[1]
2376,10446,0.010446,[0]
2377,10449,0.010449,[1]
2378,10526,0.010526,[0]
2379,10389,0.010389,[1]
2380,10684,0.010684,[0]
2381,10848,0.010848,[1]
2382,10817,0.010817,[0]
2383,11063,0.011063,[1]
2384,10845,0.010845,[0]
2385,10767,0.010767,[1]
2386,10911,0.010911,[0]
2387,10851,0.010851,[1]
2388,10653,0.010653,[0]
2389,10496,0.010496,[1]
2390,10336,0.010336,[0]
2391,10136,0.010136,[1]
2392,10197,0.010197,[0]
2393,10060,0.01006,[1]
2394,9816,0.009816,[0]
2395,9900,0.0099,[1]
2396,9739,0.009739,[0]
2397,9677,0.009677,[1]
2398,9682,0.009682,[0]
2399,9526,0.009526,[1]
2400,9504,0.009504,[0]
2401,9762,0.009762,[1]
2402,9661,0.009661,[0]
2403,9610,0.00961,[1]
2404,9792,0.009792,[0]
2405,9834,0.009834,[1]
2406,9726,0.009726,[0]
2407,10075,0.010075,[1]
2408,10357,0.010357,[0]
2409,10238,0.010238,[1]
2410,10403,0.010403,[0]
2411,10447,0.010447,[1]
2412,10419,0.010419,[0]
2413,10876,0.010876,[1]
2414,10837,0.010837,[0]
2415,10748,0.010748,[1]
2416,10968,0.010968,[0]
2417,11174,0.011174,[1]
2418,10981,0.010981,[0]
2419,10983,0.010983,[1]
2420,10957,0.010957,[0]
2421,10856,0.010856,[1]
2422,10662,0.010662,[0]
2423,10533,0.010533,[1]
2424,10407,0.010407,[0]
2425,10265,0.010265,[1]
2426,10201,0.010201,[0]
2427,10133,0.010133,[1]
2428,10006,0.010006,[0]
2429,9924,0.009924,[1]
2430,9779,0.009779,[0]
2431,9765,0.009765,[1]
2432,9754,0.009754,[0]
2433,9644,0.009644,[1]
2434,9613,0.009613,[0]
2435,9571,0.009571,[1]
2436,9583,0.009583,[0]
2437,9648,0.009648,[1]
2438,9588,0.009588,[0]
2439,9514,0.009514,[1]
2440,9574,0.009574,[0]
2441,9679,0.009679,[1]
2442,9725,0.009725,[0]
2443,10013,0.010013,[1]
2444,9863,0.009863,[0]
2445,9957,0.009957,[1]
2446,9915,0.009915,[0]
2447,9830,0.00983,[1]
2448,9782,0.009782,[0]
2449,9761,0.009761,[1]
2450,9642,0.009642,[0]
2451,9621,0.009621,[1]
2452,9665,0.009665,[0]
2453,9481,0.009481,[1]
2454,9361,0.009361,[0]
2455,9490,0.00949,[1]
2456,9595,0.009595,[0]
2457,9726,0.009726,[1]
2458,9987,0.009987,[0]
2459,10004,0.010004,[1]
2460,9996,0.009996,[0]
2461,10440,0.01044,[1]
2462,10567,0.010567,[0]
2463,10688,0.010688,[1]
2464,11033,0.011033,[0]
2465,11148,0.011148,[1]
2466,11663,0.011663,[0]
2467,11739,0.011739,[1]
2468,12162,0.012162,[0]
2469,12050,0.01205,[1]
2470,12236,0.012236,[0]
2471,12452,0.012452,[1]
2472,12481,0.012481,[0]
2473,12496,0.012496,[1]
2474,12705,0.012705,[0]
2475,12533,0.012533,[1]
2476,12477,0.012477,[0]
2477,12283,0.012283,[1]
2478,12246,0.012246,[0]
2479,12125,0.012125,[1]
2480,12042,0.012042,[0]
2481,12148,0.012148,[1]
2482,11882,0.011882,[0]
2483,11788,0.011788,[1]
2484,11725,0.011725,[0]
2485,11412,0.011412,[1]
2486,11349,0.011349,[0]
2487,11447,0.011447,[1]
2488,11409,0.011409,[0]
2489,11262,0.011262,[1]
2490,11069,0.011069,[0]
2491,11047,0.011047,[1]
2492,11182,0.011182,[0]
2493,10886,0.010886,[1]
2494,10653,0.010653,[0]
2495,10474,0.010474,[1]
2496,10380,0.01038,[0]
2497,10157,0.010157,[1]
2498,9815,0.009815,[0]
2499,9473,0.009473,[1]
2500,9182,0.009182,[0]
2501,9053,0.009053,[1]
2502,9129,0.009129,[0]
2503,8954,0.008954,[1]
2504,8858,0.008858,[0]
2505,8728,0.008728,[1]
2506,8619,0.008619,[0]
2507,8828,0.008828,[1]
2508,8785,0.008785,[0]
2509,8610,0.00861,[1]
2510,8657,0.008657,[0]
2511,8688,0.008688,[1]
2512,8586,0.008586,[0]
2513,8851,0.008851,[1]
2514,8753,0.008753,[0]
2515,8657,0.008657,[1]
2516,8740,0.00874,[0]
2517,8856,0.008856,[1]
2518,8763,0.008763,[0]
2519,8948,0.008948,[1]
2520,9340,0.00934,[0]
2521,9370,0.00937,[1]
2522,9717,0.009717,[0]
2523,9777,0.009777,[1]
2524,9703,0.009703,[0]
2525,9905,0.009905,[1]
2526,10045,0.010045,[0]
2527,9982,0.009982,[1]
2528,10163,0.010163,[0]
2529,10210,0.01021,[1]
2530,9956,0.009956,[0]
2531,10020,0.01002,[1]
2532,10111,0.010111,[0]
2533,9955,0.009955,[1]
2534,9889,0.009889,[0]
2535,9844,0.009844,[1]
2536,9761,0.009761,[0]
2537,9813,0.009813,[1]
2538,9945,0.009945,[0]
2539,9789,0.009789,[1]
2540,9747,0.009747,[0]
2541,10012,0.010012,[1]
2542,10068,0.010068,[0]
2543,10034,0.010034,[1]
2544,10091,0.010091,[0]
2545,9991,0.009991,[1]
2546,10290,0.01029,[0]
2547,10338,0.010338,[1]
2548,10396,0.010396,[0]
2549,10492,0.010492,[1]
2550,10536,0.010536,[0]
2551,10503,0.010503,[1]
2552,10625,0.010625,[0]
2553,10562,0.010562,[1]
2554,10559,0.010559,[0]
2555,10654,0.010654,[1]
2556,10704,0.010704,[0]
2557,10835,0.010835,[1]
2558,10918,0.010918,[0]
2559,10793,0.010793,[1]
2560,10821,0.010821,[0]
2561,10855,0.010855,[1]
2562,10870,0.01087,[0]
2563,10664,0.010664,[1]
2564,10610,0.01061,[0]
2565,10460,0.01046,[1]
2566,10580,0.01058,[0]
2567,10566,0.010566,[1]
2568,10428,0.010428,[0]
2569,10463,0.010463,[1]
2570,10451,0.010451,[0]
2571,10476,0.010476,[1]
2572,10612,0.010612,[0]
2573,10669,0.010669,[1]
2574,10701,0.010701,[0]
2575,10545,0.010545,[1]
2576,10746,0.010746,[0]
2577,10757,0.010757,[1]
2578,10779,0.010779,[0]
2579,10676,0.010676,[1]
2580,10540,0.01054,[0]
2581,10568,0.010568,[1]
2582,10745,0.010745,[0]
2583,10604,0.010604,[1]
2584,10648,0.010648,[0]
2585,10817,0.010817,[1]
2586,10785,0.010785,[0]
2587,10824,0.010824,[1]
2588,10847,0.010847,[0]
2589,10622,0.010622,[1]
2590,10490,0.01049,[0]
2591,10353,0.010353,[1]
2592,10174,0.010174,[0]
2593,10047,0.010047,[1]
2594,9920,0.00992,[0]
2595,9621,0.009621,[1]
2596,9511,0.009511,[0]
2597,9383,0.009383,[1]
2598,9183,0.009183,[0]
2599,9312,0.009312,[1]
2600,9090,0.00909,[0]
2601,8935,0.008935,[1]
2602,8790,0.00879,[0]
2603,8583,0.008583,[1]
2604,8431,0.008431,[0]
2605,8528,0.008528,[1]
2606,8317,0.008317,[0]
2607,8276,0.008276,[1]
2608,8260,0.00826,[0]
2609,8130,0.00813,[1]
2610,8119,0.008119,[0]
2611,8226,0.008226,[1]
2612,8254,0.008254,[0]
2613,8175,0.008175,[1]
2614,8338,0.008338,[0]
2615,8304,0.008304,[1]
2616,8342,0.008342,[0]
2617,8494,0.008494,[1]
2618,8432,0.008432,[0]
2619,8595,0.008595,[1]
2620,8822,0.008822,[0]
2621,8830,0.00883,[1]
2622,9037,0.009037,[0]
2623,9303,0.009303,[1]
2624,9335,0.009335,[0]
2625,9462,0.009462,[1]
2626,9917,0.009917,[0]
2627,10174,0.010174,[1]
2628,10308,0.010308,[0]
2629,10797,0.010797,[1]
2630,10809,0.010809,[0]
2631,10877,0.010877,[1]
2632,11341,0.011341,[0]
2633,11416,0.011416,[1]
2634,11409,0.011409,[0]
2635,11616,0.011616,[1]
2636,11767,0.011767,[0]
2637,11987,0.011987,[1]
2638,12015,0.012015,[0]
2639,11846,0.011846,[1]
2640,11886,0.011886,[0]
2641,12041,0.012041,[1]
2642,11962,0.011962,[0]
2643,11748,0.011748,[1]
2644,11546,0.011546,[0]
2645,11389,0.011389,[1]
2646,11312,0.011312,[0]
2647,11381,0.011381,[1]
2648,11165,0.011165,[0]
2649,11023,0.011023,[1]
2650,11136,0.011136,[0]
2651,11079,0.011079,[1]
2652,11120,0.01112,[0]
2653,11286,0.011286,[1]
2654,11116,0.011116,[0]
2655,10955,0.010955,[1]
2656,10799,0.010799,[0]
2657,10693,0.010693,[1]
2658,10521,0.010521,[0]
2659,10321,0.010321,[1]
2660,10136,0.010136,[0]
2661,10124,0.010124,[1]
2662,10021,0.010021,[0]
2663,9902,0.009902,[1]
2664,9725,0.009725,[0]
2665,9630,0.00963,[1]
2666,9629,0.009629,[0]
2667,9641,0.009641,[1]
2668,9475,0.009475,[0]
2669,9403,0.009403,[1]
2670,9572,0.009572,[0]
2671,9514,0.009514,[1]
2672,9520,0.00952,[0]
2673,9614,0.009614,[1]
2674,9651,0.009651,[0]
2675,9483,0.009483,[1]
2676,9639,0.009639,[0]
2677,9967,0.009967,[1]
2678,9994,0.009994,[0]
2679,9940,0.00994,[1]
2680,9993,0.009993,[0]
2681,9966,0.009966,[1]
2682,9943,0.009943,[0]
2683,10057,0.010057,[1]
2684,9972,0.009972,[0]
2685,10168,0.010168,[1]
2686,10197,0.010197,[0]
2687,10422,0.010422,[1]
2688,10203,0.010203,[0]
2689,10220,0.01022,[1]
2690,10180,0.01018,[0]
2691,10134,0.010134,[1]
2692,10057,0.010057,[0]
2693,10058,0.010058,[1]
2694,9887,0.009887,[0]
2695,9730,0.00973,[1]
2696,9630,0.00963,[0]
2697,9686,0.009686,[1]
2698,9690,0.00969,[0]
2699,9506,0.009506,[1]
2700,9605,0.009605,[0]
2701,9643,0.009643,[1]
2702,9628,0.009628,[0]
2703,9520,0.00952,[1]
2704,9462,0.009462,[0]
2705,9170,0.00917,[1]
2706,8913,0.008913,[0]
2707,8755,0.008755,[1]
2708,8570,0.00857,[0]
2709,8668,0.008668,[1]
2710,8535,0.008535,[0]
2711,8409,0.008409,[1]
2712,8484,0.008484,[0]
2713,8519,0.008519,[1]
2714,8384,0.008384,[0]
2715,8497,0.008497,[1]
2716,8717,0.008717,[0]
2717,8627,0.008627,[1]
2718,8846,0.008846,[0]
2719,8919,0.008919,[1]
2720,8753,0.008753,[0]
2721,8976,0.008976,[1]
2722,9339,0.009339,[0]
2723,9400,0.0094,[1]
2724,9606,0.009606,[0]
2725,10037,0.010037,[1]
2726,10256,0.010256,[0]
2727,10266,0.010266,[1]
2728,10619,0.010619,[0]
2729,10775,0.010775,[1]
2730,10827,0.010827,[0]
2731,11449,0.011449,[1]
2732,11334,0.011334,[0]
2733,11361,0.011361,[1]
2734,11479,0.011479,[0]
2735,11386,0.011386,[1]
2736,11389,0.011389,[0]
2737,11440,0.01144,[1]
2738,11316,0.011316,[0]
2739,11077,0.011077,[1]
2740,10968,0.010968,[0]
2741,10804,0.010804,[1]
2742,10781,0.010781,[0]
2743,10778,0.010778,[1]
2744,10521,0.010521,[0]
2745,10465,0.010465,[1]
2746,10382,0.010382,[0]
2747,10234,0.010234,[1]
2748,10475,0.010475,[0]
2749,10517,0.010517,[1]
2750,10500,0.0105,[0]
2751,10573,0.010573,[1]
2752,10621,0.010621,[0]
2753,10444,0.010444,[1]
2754,10344,0.010344,[0]
2755,10127,0.010127,[1]
2756,10014,0.010014,[0]
2757,10018,0.010018,[1]
2758,9821,0.009821,[0]
2759,9633,0.009633,[1]
2760,9464,0.009464,[0]
2761,9468,0.009468,[1]
