[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,O'Callaghan,Georgie,CSLX Tests
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251203_082553_O'Callaghan_Georgie_90SR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
1717,10394,0.010394,[1]
1718,10237,0.010237,[0]
1719,10236,0.010236,[1]
1720,10311,0.010311,[0]
1721,10212,0.010212,[1]
1722,10093,0.010093,[0]
1723,10042,0.010042,[1]
1724,10000,0.01,[0]
1725,9951,0.009951,[1]
1726,9889,0.009889,[0]
1727,9881,0.009881,[1]
1728,9796,0.009796,[0]
1729,9814,0.009814,[1]
1730,9790,0.00979,[0]
1731,9902,0.009902,[1]
1732,10108,0.010108,[0]
1733,10012,0.010012,[1]
1734,9966,0.009966,[0]
1735,10147,0.010147,[1]
1736,9993,0.009993,[0]
1737,9781,0.009781,[1]
1738,9645,0.009645,[0]
1739,9509,0.009509,[1]
1740,9432,0.009432,[0]
1741,9738,0.009738,[1]
1742,9729,0.009729,[0]
1743,9529,0.009529,[1]
1744,9712,0.009712,[0]
1745,9797,0.009797,[1]
1746,9568,0.009568,[0]
1747,9707,0.009707,[1]
1748,9460,0.00946,[0]
1749,9273,0.009273,[1]
1750,9391,0.009391,[0]
1751,9703,0.009703,[1]
1752,9530,0.00953,[0]
1753,9699,0.009699,[1]
1754,9882,0.009882,[0]
1755,9973,0.009973,[1]
1756,10015,0.010015,[0]
1757,10257,0.010257,[1]
1758,10423,0.010423,[0]
1759,10432,0.010432,[1]
1760,10695,0.010695,[0]
1761,10869,0.010869,[1]
1762,10687,0.010687,[0]
1763,10933,0.010933,[1]
1764,10984,0.010984,[0]
1765,10904,0.010904,[1]
1766,11140,0.01114,[0]
1767,10952,0.010952,[1]
1768,10724,0.010724,[0]
1769,10599,0.010599,[1]
1770,10545,0.010545,[0]
1771,10331,0.010331,[1]
1772,10380,0.01038,[0]
1773,10298,0.010298,[1]
1774,10202,0.010202,[0]
1775,9998,0.009998,[1]
1776,9723,0.009723,[0]
1777,9394,0.009394,[1]
1778,9198,0.009198,[0]
1779,9061,0.009061,[1]
1780,8998,0.008998,[0]
1781,8922,0.008922,[1]
1782,8929,0.008929,[0]
1783,8844,0.008844,[1]
1784,8752,0.008752,[0]
1785,8726,0.008726,[1]
1786,8638,0.008638,[0]
1787,8642,0.008642,[1]
1788,8607,0.008607,[0]
1789,8646,0.008646,[1]
1790,8771,0.008771,[0]
1791,9169,0.009169,[1]
1792,9159,0.009159,[0]
1793,9179,0.009179,[1]
1794,9401,0.009401,[0]
1795,9720,0.00972,[1]
1796,9746,0.009746,[0]
1797,9770,0.00977,[1]
1798,9948,0.009948,[0]
1799,9917,0.009917,[1]
1800,9896,0.009896,[0]
1801,9760,0.00976,[1]
1802,9674,0.009674,[0]
1803,9660,0.00966,[1]
1804,9631,0.009631,[0]
1805,9615,0.009615,[1]
1806,9574,0.009574,[0]
1807,9644,0.009644,[1]
1808,9914,0.009914,[0]
1809,9995,0.009995,[1]
1810,10118,0.010118,[0]
1811,10317,0.010317,[1]
1812,10280,0.01028,[0]
1813,10449,0.010449,[1]
1814,10611,0.010611,[0]
1815,10698,0.010698,[1]
1816,10613,0.010613,[0]
1817,10664,0.010664,[1]
1818,10606,0.010606,[0]
1819,10826,0.010826,[1]
1820,11142,0.011142,[0]
1821,11184,0.011184,[1]
1822,11177,0.011177,[0]
1823,11574,0.011574,[1]
1824,11732,0.011732,[0]
1825,11745,0.011745,[1]
1826,11795,0.011795,[0]
1827,11692,0.011692,[1]
1828,11490,0.01149,[0]
1829,11391,0.011391,[1]
1830,11404,0.011404,[0]
1831,11212,0.011212,[1]
1832,11003,0.011003,[0]
1833,10766,0.010766,[1]
1834,10507,0.010507,[0]
1835,10405,0.010405,[1]
1836,10474,0.010474,[0]
1837,10376,0.010376,[1]
1838,10511,0.010511,[0]
1839,10569,0.010569,[1]
1840,10491,0.010491,[0]
1841,10495,0.010495,[1]
1842,10562,0.010562,[0]
1843,10395,0.010395,[1]
1844,10226,0.010226,[0]
1845,10539,0.010539,[1]
1846,10537,0.010537,[0]
1847,10264,0.010264,[1]
1848,10368,0.010368,[0]
1849,10373,0.010373,[1]
1850,10221,0.010221,[0]
1851,10168,0.010168,[1]
1852,10387,0.010387,[0]
1853,10238,0.010238,[1]
1854,10292,0.010292,[0]
1855,10223,0.010223,[1]
1856,9990,0.00999,[0]
1857,9892,0.009892,[1]
1858,9904,0.009904,[0]
1859,9797,0.009797,[1]
1860,9756,0.009756,[0]
1861,9663,0.009663,[1]
1862,9559,0.009559,[0]
1863,9620,0.00962,[1]
1864,9846,0.009846,[0]
1865,9876,0.009876,[1]
1866,9760,0.00976,[0]
1867,9759,0.009759,[1]
1868,9522,0.009522,[0]
1869,9543,0.009543,[1]
1870,9810,0.00981,[0]
1871,9935,0.009935,[1]
1872,9881,0.009881,[0]
1873,9827,0.009827,[1]
1874,9991,0.009991,[0]
1875,10006,0.010006,[1]
1876,10361,0.010361,[0]
1877,10495,0.010495,[1]
1878,10229,0.010229,[0]
1879,10403,0.010403,[1]
1880,10468,0.010468,[0]
1881,10302,0.010302,[1]
1882,10300,0.0103,[0]
1883,10375,0.010375,[1]
1884,10479,0.010479,[0]
1885,10796,0.010796,[1]
1886,10568,0.010568,[0]
1887,10545,0.010545,[1]
1888,10596,0.010596,[0]
1889,10479,0.010479,[1]
1890,10681,0.010681,[0]
1891,10675,0.010675,[1]
1892,10572,0.010572,[0]
1893,10278,0.010278,[1]
1894,10196,0.010196,[0]
1895,10098,0.010098,[1]
1896,9869,0.009869,[0]
1897,9699,0.009699,[1]
1898,9566,0.009566,[0]
1899,9427,0.009427,[1]
1900,9538,0.009538,[0]
1901,9353,0.009353,[1]
1902,9300,0.0093,[0]
1903,9211,0.009211,[1]
1904,9094,0.009094,[0]
1905,9039,0.009039,[1]
1906,8961,0.008961,[0]
1907,9050,0.00905,[1]
1908,8981,0.008981,[0]
1909,9071,0.009071,[1]
1910,9193,0.009193,[0]
1911,9239,0.009239,[1]
1912,9412,0.009412,[0]
1913,9363,0.009363,[1]
1914,9271,0.009271,[0]
1915,9472,0.009472,[1]
1916,9668,0.009668,[0]
1917,9741,0.009741,[1]
1918,9783,0.009783,[0]
1919,9787,0.009787,[1]
1920,9790,0.00979,[0]
1921,9695,0.009695,[1]
1922,9584,0.009584,[0]
1923,9530,0.00953,[1]
1924,9532,0.009532,[0]
1925,9616,0.009616,[1]
1926,9642,0.009642,[0]
1927,9728,0.009728,[1]
1928,9975,0.009975,[0]
1929,10093,0.010093,[1]
1930,10222,0.010222,[0]
1931,10401,0.010401,[1]
1932,10470,0.01047,[0]
1933,10438,0.010438,[1]
1934,10476,0.010476,[0]
1935,10551,0.010551,[1]
1936,10587,0.010587,[0]
1937,10734,0.010734,[1]
1938,10688,0.010688,[0]
1939,10665,0.010665,[1]
1940,10882,0.010882,[0]
1941,10965,0.010965,[1]
1942,10977,0.010977,[0]
1943,11007,0.011007,[1]
1944,11007,0.011007,[0]
1945,10835,0.010835,[1]
1946,10704,0.010704,[0]
1947,10673,0.010673,[1]
1948,10602,0.010602,[0]
1949,10696,0.010696,[1]
1950,10898,0.010898,[0]
1951,10907,0.010907,[1]
1952,10829,0.010829,[0]
1953,10939,0.010939,[1]
1954,10892,0.010892,[0]
1955,11297,0.011297,[1]
1956,11131,0.011131,[0]
1957,10896,0.010896,[1]
1958,10711,0.010711,[0]
1959,10553,0.010553,[1]
1960,10655,0.010655,[0]
1961,11127,0.011127,[1]
1962,11041,0.011041,[0]
1963,10735,0.010735,[1]
1964,10904,0.010904,[0]
1965,10709,0.010709,[1]
1966,10327,0.010327,[0]
1967,10087,0.010087,[1]
1968,10074,0.010074,[0]
1969,9886,0.009886,[1]
1970,10060,0.01006,[0]
1971,10258,0.010258,[1]
1972,9967,0.009967,[0]
1973,9797,0.009797,[1]
1974,9772,0.009772,[0]
1975,9780,0.00978,[1]
1976,9617,0.009617,[0]
1977,9756,0.009756,[1]
1978,9551,0.009551,[0]
1979,9447,0.009447,[1]
1980,9649,0.009649,[0]
1981,9612,0.009612,[1]
1982,9519,0.009519,[0]
1983,9535,0.009535,[1]
1984,9604,0.009604,[0]
1985,9717,0.009717,[1]
1986,9644,0.009644,[0]
1987,9528,0.009528,[1]
1988,9381,0.009381,[0]
1989,9475,0.009475,[1]
1990,9639,0.009639,[0]
1991,9672,0.009672,[1]
1992,9796,0.009796,[0]
1993,9912,0.009912,[1]
1994,9944,0.009944,[0]
1995,9947,0.009947,[1]
1996,9947,0.009947,[0]
1997,9939,0.009939,[1]
1998,9990,0.00999,[0]
1999,10048,0.010048,[1]
2000,10095,0.010095,[0]
2001,9979,0.009979,[1]
2002,10017,0.010017,[0]
2003,10019,0.010019,[1]
2004,10055,0.010055,[0]
2005,10082,0.010082,[1]
2006,9920,0.00992,[0]
2007,9916,0.009916,[1]
2008,10081,0.010081,[0]
2009,10144,0.010144,[1]
2010,10321,0.010321,[0]
2011,10489,0.010489,[1]
2012,10426,0.010426,[0]
2013,10361,0.010361,[1]
2014,10653,0.010653,[0]
2015,10771,0.010771,[1]
2016,10594,0.010594,[0]
2017,10529,0.010529,[1]
2018,10664,0.010664,[0]
2019,10637,0.010637,[1]
2020,10602,0.010602,[0]
2021,10487,0.010487,[1]
2022,10373,0.010373,[0]
2023,10230,0.01023,[1]
2024,10187,0.010187,[0]
2025,10073,0.010073,[1]
2026,10030,0.01003,[0]
2027,10100,0.0101,[1]
2028,10034,0.010034,[0]
2029,10014,0.010014,[1]
2030,10203,0.010203,[0]
2031,10174,0.010174,[1]
2032,10022,0.010022,[0]
2033,10125,0.010125,[1]
2034,10118,0.010118,[0]
2035,10083,0.010083,[1]
2036,10043,0.010043,[0]
2037,9956,0.009956,[1]
2038,9653,0.009653,[0]
2039,9596,0.009596,[1]
2040,9561,0.009561,[0]
2041,9314,0.009314,[1]
2042,9421,0.009421,[0]
2043,9259,0.009259,[1]
2044,9147,0.009147,[0]
2045,9299,0.009299,[1]
2046,9426,0.009426,[0]
2047,9276,0.009276,[1]
2048,9432,0.009432,[0]
2049,9463,0.009463,[1]
2050,9409,0.009409,[0]
2051,9804,0.009804,[1]
2052,9822,0.009822,[0]
2053,9875,0.009875,[1]
2054,10206,0.010206,[0]
2055,10545,0.010545,[1]
2056,10461,0.010461,[0]
2057,10856,0.010856,[1]
2058,10935,0.010935,[0]
2059,10829,0.010829,[1]
2060,11334,0.011334,[0]
2061,11502,0.011502,[1]
2062,11267,0.011267,[0]
2063,11206,0.011206,[1]
2064,11184,0.011184,[0]
2065,10959,0.010959,[1]
2066,10866,0.010866,[0]
2067,11063,0.011063,[1]
2068,10964,0.010964,[0]
2069,11032,0.011032,[1]
2070,11088,0.011088,[0]
2071,11346,0.011346,[1]
2072,11202,0.011202,[0]
2073,11315,0.011315,[1]
2074,11265,0.011265,[0]
2075,11069,0.011069,[1]
2076,11095,0.011095,[0]
2077,10934,0.010934,[1]
2078,10587,0.010587,[0]
2079,10783,0.010783,[1]
2080,10827,0.010827,[0]
2081,10692,0.010692,[1]
2082,10676,0.010676,[0]
2083,10643,0.010643,[1]
2084,10538,0.010538,[0]
2085,10435,0.010435,[1]
2086,10376,0.010376,[0]
2087,10131,0.010131,[1]
2088,10115,0.010115,[0]
2089,10012,0.010012,[1]
2090,9792,0.009792,[0]
2091,9755,0.009755,[1]
2092,9692,0.009692,[0]
2093,9514,0.009514,[1]
2094,9476,0.009476,[0]
2095,9517,0.009517,[1]
2096,9386,0.009386,[0]
2097,9343,0.009343,[1]
2098,9443,0.009443,[0]
2099,9483,0.009483,[1]
2100,9476,0.009476,[0]
2101,9583,0.009583,[1]
2102,9416,0.009416,[0]
2103,9393,0.009393,[1]
2104,9382,0.009382,[0]
2105,9347,0.009347,[1]
2106,9376,0.009376,[0]
2107,9446,0.009446,[1]
2108,9490,0.00949,[0]
2109,9642,0.009642,[1]
2110,9875,0.009875,[0]
2111,9674,0.009674,[1]
2112,9779,0.009779,[0]
2113,9827,0.009827,[1]
2114,9740,0.00974,[0]
2115,9845,0.009845,[1]
2116,9860,0.00986,[0]
2117,9740,0.00974,[1]
2118,9626,0.009626,[0]
2119,9722,0.009722,[1]
2120,9613,0.009613,[0]
2121,9594,0.009594,[1]
2122,9618,0.009618,[0]
2123,9575,0.009575,[1]
2124,9778,0.009778,[0]
2125,9880,0.00988,[1]
2126,9816,0.009816,[0]
2127,9946,0.009946,[1]
2128,10024,0.010024,[0]
2129,10012,0.010012,[1]
2130,10233,0.010233,[0]
2131,10200,0.0102,[1]
2132,10368,0.010368,[0]
2133,10414,0.010414,[1]
2134,10662,0.010662,[0]
2135,10858,0.010858,[1]
2136,10818,0.010818,[0]
2137,10770,0.01077,[1]
2138,10798,0.010798,[0]
2139,10897,0.010897,[1]
2140,11029,0.011029,[0]
2141,10885,0.010885,[1]
2142,10873,0.010873,[0]
2143,10919,0.010919,[1]
2144,10934,0.010934,[0]
2145,10952,0.010952,[1]
2146,10911,0.010911,[0]
2147,10909,0.010909,[1]
2148,10760,0.01076,[0]
2149,10698,0.010698,[1]
2150,10636,0.010636,[0]
2151,10555,0.010555,[1]
2152,10473,0.010473,[0]
2153,10326,0.010326,[1]
2154,10148,0.010148,[0]
2155,9991,0.009991,[1]
2156,9781,0.009781,[0]
2157,9536,0.009536,[1]
2158,9419,0.009419,[0]
2159,9249,0.009249,[1]
2160,9135,0.009135,[0]
2161,9102,0.009102,[1]
2162,9103,0.009103,[0]
2163,8986,0.008986,[1]
2164,8920,0.00892,[0]
2165,9100,0.0091,[1]
2166,9120,0.00912,[0]
2167,9181,0.009181,[1]
2168,9236,0.009236,[0]
2169,9300,0.0093,[1]
2170,9660,0.00966,[0]
2171,9558,0.009558,[1]
2172,9553,0.009553,[0]
2173,9744,0.009744,[1]
2174,9707,0.009707,[0]
2175,9833,0.009833,[1]
2176,10309,0.010309,[0]
2177,10253,0.010253,[1]
2178,10505,0.010505,[0]
2179,11275,0.011275,[1]
2180,11276,0.011276,[0]
2181,10908,0.010908,[1]
2182,10865,0.010865,[0]
2183,10596,0.010596,[1]
2184,10463,0.010463,[0]
2185,10317,0.010317,[1]
2186,10013,0.010013,[0]
2187,9867,0.009867,[1]
2188,10031,0.010031,[0]
2189,9938,0.009938,[1]
2190,9978,0.009978,[0]
2191,10427,0.010427,[1]
2192,10594,0.010594,[0]
2193,10486,0.010486,[1]
2194,10859,0.010859,[0]
2195,11130,0.01113,[1]
2196,11124,0.011124,[0]
2197,11421,0.011421,[1]
2198,11592,0.011592,[0]
2199,11594,0.011594,[1]
2200,12012,0.012012,[0]
2201,12055,0.012055,[1]
2202,11893,0.011893,[0]
2203,11873,0.011873,[1]
2204,11806,0.011806,[0]
2205,11606,0.011606,[1]
2206,11535,0.011535,[0]
2207,11386,0.011386,[1]
2208,10995,0.010995,[0]
2209,10797,0.010797,[1]
2210,10710,0.01071,[0]
2211,10351,0.010351,[1]
2212,10104,0.010104,[0]
2213,9898,0.009898,[1]
2214,9761,0.009761,[0]
2215,9734,0.009734,[1]
2216,9649,0.009649,[0]
2217,9475,0.009475,[1]
2218,9349,0.009349,[0]
2219,9318,0.009318,[1]
2220,9255,0.009255,[0]
2221,9141,0.009141,[1]
2222,9118,0.009118,[0]
2223,9139,0.009139,[1]
2224,9371,0.009371,[0]
2225,9551,0.009551,[1]
2226,9515,0.009515,[0]
2227,9595,0.009595,[1]
2228,9736,0.009736,[0]
2229,9792,0.009792,[1]
2230,9987,0.009987,[0]
2231,10024,0.010024,[1]
2232,9959,0.009959,[0]
2233,9967,0.009967,[1]
2234,10071,0.010071,[0]
2235,10162,0.010162,[1]
2236,10058,0.010058,[0]
2237,10053,0.010053,[1]
2238,9978,0.009978,[0]
2239,10109,0.010109,[1]
2240,10225,0.010225,[0]
2241,10254,0.010254,[1]
2242,10282,0.010282,[0]
2243,10338,0.010338,[1]
2244,10408,0.010408,[0]
2245,10467,0.010467,[1]
2246,10405,0.010405,[0]
2247,10369,0.010369,[1]
2248,10295,0.010295,[0]
2249,10432,0.010432,[1]
2250,10479,0.010479,[0]
2251,10586,0.010586,[1]
2252,10611,0.010611,[0]
2253,10542,0.010542,[1]
2254,10530,0.01053,[0]
2255,10783,0.010783,[1]
2256,10770,0.01077,[0]
2257,10646,0.010646,[1]
2258,10769,0.010769,[0]
2259,10835,0.010835,[1]
2260,10941,0.010941,[0]
2261,10935,0.010935,[1]
2262,10936,0.010936,[0]
2263,10780,0.01078,[1]
2264,10768,0.010768,[0]
2265,10879,0.010879,[1]
2266,10643,0.010643,[0]
2267,10788,0.010788,[1]
2268,10675,0.010675,[0]
2269,10467,0.010467,[1]
2270,10354,0.010354,[0]
2271,10304,0.010304,[1]
2272,10056,0.010056,[0]
2273,10018,0.010018,[1]
2274,9952,0.009952,[0]
2275,9912,0.009912,[1]
2276,10031,0.010031,[0]
2277,9970,0.00997,[1]
2278,9968,0.009968,[0]
2279,9857,0.009857,[1]
2280,9749,0.009749,[0]
2281,9471,0.009471,[1]
2282,9342,0.009342,[0]
2283,9439,0.009439,[1]
2284,9667,0.009667,[0]
2285,9586,0.009586,[1]
2286,9659,0.009659,[0]
2287,9607,0.009607,[1]
2288,9506,0.009506,[0]
2289,9501,0.009501,[1]
2290,9442,0.009442,[0]
2291,9396,0.009396,[1]
2292,9419,0.009419,[0]
2293,9497,0.009497,[1]
2294,9451,0.009451,[0]
2295,9499,0.009499,[1]
2296,9611,0.009611,[0]
2297,9403,0.009403,[1]
2298,9352,0.009352,[0]
2299,9334,0.009334,[1]
2300,9425,0.009425,[0]
2301,9567,0.009567,[1]
2302,9425,0.009425,[0]
2303,9272,0.009272,[1]
2304,9530,0.00953,[0]
2305,9597,0.009597,[1]
2306,9581,0.009581,[0]
2307,9851,0.009851,[1]
2308,9880,0.00988,[0]
2309,9787,0.009787,[1]
2310,10078,0.010078,[0]
2311,10191,0.010191,[1]
2312,10110,0.01011,[0]
2313,10352,0.010352,[1]
2314,10601,0.010601,[0]
2315,10700,0.0107,[1]
2316,11021,0.011021,[0]
2317,11015,0.011015,[1]
2318,11002,0.011002,[0]
2319,11214,0.011214,[1]
2320,11217,0.011217,[0]
2321,11184,0.011184,[1]
2322,10995,0.010995,[0]
2323,10841,0.010841,[1]
2324,10667,0.010667,[0]
2325,10680,0.01068,[1]
2326,10676,0.010676,[0]
2327,10542,0.010542,[1]
2328,10406,0.010406,[0]
2329,10230,0.01023,[1]
2330,10130,0.01013,[0]
2331,10262,0.010262,[1]
2332,10069,0.010069,[0]
2333,9896,0.009896,[1]
2334,9905,0.009905,[0]
2335,9884,0.009884,[1]
2336,9729,0.009729,[0]
2337,9631,0.009631,[1]
2338,9529,0.009529,[0]
2339,9543,0.009543,[1]
2340,9598,0.009598,[0]
2341,9496,0.009496,[1]
2342,9573,0.009573,[0]
2343,9740,0.00974,[1]
2344,9748,0.009748,[0]
2345,9799,0.009799,[1]
2346,9782,0.009782,[0]
2347,9748,0.009748,[1]
2348,9667,0.009667,[0]
2349,9626,0.009626,[1]
2350,9730,0.00973,[0]
2351,9650,0.00965,[1]
2352,9605,0.009605,[0]
2353,9524,0.009524,[1]
2354,9499,0.009499,[0]
2355,9595,0.009595,[1]
2356,9621,0.009621,[0]
2357,9660,0.00966,[1]
2358,9915,0.009915,[0]
2359,10036,0.010036,[1]
2360,10105,0.010105,[0]
2361,10122,0.010122,[1]
2362,10034,0.010034,[0]
2363,10001,0.010001,[1]
2364,10035,0.010035,[0]
2365,10223,0.010223,[1]
2366,10185,0.010185,[0]
2367,10230,0.01023,[1]
2368,10158,0.010158,[0]
2369,10132,0.010132,[1]
2370,10235,0.010235,[0]
2371,10221,0.010221,[1]
2372,10281,0.010281,[0]
2373,10274,0.010274,[1]
2374,10191,0.010191,[0]
2375,10047,0.010047,[1]
2376,9894,0.009894,[0]
2377,9742,0.009742,[1]
2378,9795,0.009795,[0]
2379,9954,0.009954,[1]
2380,9911,0.009911,[0]
2381,10082,0.010082,[1]
2382,10173,0.010173,[0]
2383,10122,0.010122,[1]
2384,10305,0.010305,[0]
2385,10492,0.010492,[1]
2386,10404,0.010404,[0]
2387,10218,0.010218,[1]
2388,10104,0.010104,[0]
2389,9952,0.009952,[1]
2390,10411,0.010411,[0]
2391,10496,0.010496,[1]
2392,10231,0.010231,[0]
2393,10371,0.010371,[1]
2394,10093,0.010093,[0]
2395,9967,0.009967,[1]
2396,9866,0.009866,[0]
2397,10033,0.010033,[1]
2398,9997,0.009997,[0]
2399,10033,0.010033,[1]
2400,10074,0.010074,[0]
2401,9836,0.009836,[1]
2402,9737,0.009737,[0]
2403,9753,0.009753,[1]
2404,9895,0.009895,[0]
2405,9895,0.009895,[1]
2406,9844,0.009844,[0]
2407,9829,0.009829,[1]
2408,9816,0.009816,[0]
2409,9846,0.009846,[1]
2410,9770,0.00977,[0]
2411,9663,0.009663,[1]
2412,9554,0.009554,[0]
2413,9448,0.009448,[1]
2414,9424,0.009424,[0]
2415,9433,0.009433,[1]
2416,9384,0.009384,[0]
2417,9286,0.009286,[1]
2418,9254,0.009254,[0]
2419,9202,0.009202,[1]
2420,9238,0.009238,[0]
2421,9250,0.00925,[1]
2422,9202,0.009202,[0]
2423,9168,0.009168,[1]
2424,9216,0.009216,[0]
2425,9257,0.009257,[1]
2426,9315,0.009315,[0]
2427,9499,0.009499,[1]
2428,9497,0.009497,[0]
2429,9707,0.009707,[1]
2430,9800,0.0098,[0]
2431,9741,0.009741,[1]
2432,9774,0.009774,[0]
2433,9889,0.009889,[1]
2434,10068,0.010068,[0]
2435,10191,0.010191,[1]
2436,10260,0.01026,[0]
2437,10197,0.010197,[1]
2438,10203,0.010203,[0]
2439,10328,0.010328,[1]
2440,10446,0.010446,[0]
2441,10431,0.010431,[1]
2442,10479,0.010479,[0]
2443,10336,0.010336,[1]
2444,10632,0.010632,[0]
2445,10787,0.010787,[1]
2446,10895,0.010895,[0]
2447,10830,0.01083,[1]
2448,11063,0.011063,[0]
2449,11212,0.011212,[1]
2450,11265,0.011265,[0]
2451,11493,0.011493,[1]
2452,11618,0.011618,[0]
2453,11631,0.011631,[1]
2454,11980,0.01198,[0]
2455,12165,0.012165,[1]
2456,11949,0.011949,[0]
2457,11946,0.011946,[1]
2458,11740,0.01174,[0]
2459,11730,0.01173,[1]
2460,11600,0.0116,[0]
2461,11412,0.011412,[1]
2462,11229,0.011229,[0]
2463,11040,0.01104,[1]
2464,10846,0.010846,[0]
2465,10691,0.010691,[1]
2466,10445,0.010445,[0]
2467,10267,0.010267,[1]
2468,10095,0.010095,[0]
2469,9974,0.009974,[1]
2470,10015,0.010015,[0]
2471,9913,0.009913,[1]
2472,9815,0.009815,[0]
2473,9596,0.009596,[1]
2474,9628,0.009628,[0]
2475,9693,0.009693,[1]
2476,9599,0.009599,[0]
2477,9470,0.00947,[1]
2478,9438,0.009438,[0]
2479,9653,0.009653,[1]
2480,9604,0.009604,[0]
2481,9655,0.009655,[1]
2482,9582,0.009582,[0]
2483,9627,0.009627,[1]
2484,9734,0.009734,[0]
2485,9807,0.009807,[1]
2486,9930,0.00993,[0]
2487,10045,0.010045,[1]
2488,10066,0.010066,[0]
2489,10142,0.010142,[1]
2490,10215,0.010215,[0]
2491,10182,0.010182,[1]
2492,10023,0.010023,[0]
2493,10030,0.01003,[1]
2494,9923,0.009923,[0]
2495,9828,0.009828,[1]
2496,9855,0.009855,[0]
2497,9823,0.009823,[1]
2498,9848,0.009848,[0]
2499,9833,0.009833,[1]
2500,9768,0.009768,[0]
2501,9685,0.009685,[1]
2502,9922,0.009922,[0]
2503,9924,0.009924,[1]
2504,9939,0.009939,[0]
2505,10259,0.010259,[1]
2506,10571,0.010571,[0]
2507,10445,0.010445,[1]
2508,10940,0.01094,[0]
2509,11048,0.011048,[1]
2510,11228,0.011228,[0]
2511,11512,0.011512,[1]
2512,11451,0.011451,[0]
2513,11258,0.011258,[1]
2514,11130,0.01113,[0]
2515,10893,0.010893,[1]
2516,10508,0.010508,[0]
2517,10504,0.010504,[1]
2518,10367,0.010367,[0]
2519,10196,0.010196,[1]
2520,10113,0.010113,[0]
2521,9932,0.009932,[1]
2522,9645,0.009645,[0]
2523,9377,0.009377,[1]
2524,9237,0.009237,[0]
2525,9186,0.009186,[1]
2526,9183,0.009183,[0]
2527,9008,0.009008,[1]
2528,8945,0.008945,[0]
2529,8988,0.008988,[1]
2530,8933,0.008933,[0]
2531,9020,0.00902,[1]
2532,9090,0.00909,[0]
2533,9073,0.009073,[1]
2534,9097,0.009097,[0]
2535,9263,0.009263,[1]
2536,9209,0.009209,[0]
2537,9127,0.009127,[1]
2538,9156,0.009156,[0]
2539,9053,0.009053,[1]
2540,9047,0.009047,[0]
2541,8997,0.008997,[1]
2542,9017,0.009017,[0]
2543,8991,0.008991,[1]
2544,8960,0.00896,[0]
2545,8930,0.00893,[1]
2546,8851,0.008851,[0]
2547,8824,0.008824,[1]
2548,8797,0.008797,[0]
2549,8913,0.008913,[1]
2550,9030,0.00903,[0]
2551,8921,0.008921,[1]
2552,8920,0.00892,[0]
2553,8941,0.008941,[1]
2554,8958,0.008958,[0]
2555,9280,0.00928,[1]
2556,9350,0.00935,[0]
2557,9400,0.0094,[1]
2558,9712,0.009712,[0]
2559,9882,0.009882,[1]
2560,9925,0.009925,[0]
2561,10039,0.010039,[1]
2562,10272,0.010272,[0]
2563,10302,0.010302,[1]
2564,10462,0.010462,[0]
2565,10734,0.010734,[1]
2566,10735,0.010735,[0]
2567,11201,0.011201,[1]
2568,11542,0.011542,[0]
2569,11731,0.011731,[1]
2570,11983,0.011983,[0]
2571,12158,0.012158,[1]
2572,12031,0.012031,[0]
2573,12128,0.012128,[1]
2574,12214,0.012214,[0]
2575,12077,0.012077,[1]
2576,11957,0.011957,[0]
2577,11828,0.011828,[1]
2578,11589,0.011589,[0]
2579,11436,0.011436,[1]
2580,11383,0.011383,[0]
2581,11190,0.01119,[1]
2582,11209,0.011209,[0]
2583,11078,0.011078,[1]
2584,10965,0.010965,[0]
2585,11017,0.011017,[1]
2586,10930,0.01093,[0]
2587,10917,0.010917,[1]
2588,10849,0.010849,[0]
2589,10838,0.010838,[1]
2590,10880,0.01088,[0]
2591,10840,0.01084,[1]
2592,10668,0.010668,[0]
2593,10538,0.010538,[1]
2594,10553,0.010553,[0]
2595,10440,0.01044,[1]
2596,10227,0.010227,[0]
2597,9982,0.009982,[1]
2598,9926,0.009926,[0]
2599,9955,0.009955,[1]
2600,9792,0.009792,[0]
2601,9926,0.009926,[1]
2602,10214,0.010214,[0]
2603,10058,0.010058,[1]
2604,9924,0.009924,[0]
2605,9906,0.009906,[1]
2606,9662,0.009662,[0]
2607,9423,0.009423,[1]
2608,9497,0.009497,[0]
2609,9509,0.009509,[1]
2610,9383,0.009383,[0]
2611,9515,0.009515,[1]
2612,9514,0.009514,[0]
2613,9358,0.009358,[1]
2614,9389,0.009389,[0]
2615,9491,0.009491,[1]
2616,9338,0.009338,[0]
2617,9539,0.009539,[1]
