[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Davidson,Codie,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_085638_Davidson_Codie_pirhanaSelfSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
359,11857,0.011857,[1]
360,12615,0.012615,[0]
361,12159,0.012159,[1]
362,11634,0.011634,[0]
363,11241,0.011241,[1]
364,11084,0.011084,[0]
365,10829,0.010829,[1]
366,10880,0.01088,[0]
367,11638,0.011638,[1]
368,11736,0.011736,[0]
369,12097,0.012097,[1]
370,11772,0.011772,[0]
371,11876,0.011876,[1]
372,11976,0.011976,[0]
373,11626,0.011626,[1]
374,11008,0.011008,[0]
375,10983,0.010983,[1]
376,10812,0.010812,[0]
377,10642,0.010642,[1]
378,10194,0.010194,[0]
379,10338,0.010338,[1]
380,10324,0.010324,[0]
381,10029,0.010029,[1]
382,9812,0.009812,[0]
383,9921,0.009921,[1]
384,9879,0.009879,[0]
385,9703,0.009703,[1]
386,9342,0.009342,[0]
387,9220,0.00922,[1]
388,9113,0.009113,[0]
389,8991,0.008991,[1]
390,8984,0.008984,[0]
391,8949,0.008949,[1]
392,8920,0.00892,[0]
393,8637,0.008637,[1]
394,8500,0.0085,[0]
395,8717,0.008717,[1]
396,8823,0.008823,[0]
397,8807,0.008807,[1]
398,8901,0.008901,[0]
399,8565,0.008565,[1]
400,8304,0.008304,[0]
401,8361,0.008361,[1]
402,8567,0.008567,[0]
403,8585,0.008585,[1]
404,8397,0.008397,[0]
405,8884,0.008884,[1]
406,8968,0.008968,[0]
407,8806,0.008806,[1]
408,8572,0.008572,[0]
409,8501,0.008501,[1]
410,8478,0.008478,[0]
411,8373,0.008373,[1]
412,8347,0.008347,[0]
413,8415,0.008415,[1]
414,8555,0.008555,[0]
415,8597,0.008597,[1]
416,8807,0.008807,[0]
417,9000,0.009,[1]
418,9235,0.009235,[0]
419,9290,0.00929,[1]
420,9343,0.009343,[0]
421,9596,0.009596,[1]
422,9718,0.009718,[0]
423,9770,0.00977,[1]
424,9673,0.009673,[0]
425,9857,0.009857,[1]
426,10169,0.010169,[0]
427,10107,0.010107,[1]
428,9949,0.009949,[0]
429,10305,0.010305,[1]
430,10708,0.010708,[0]
431,10474,0.010474,[1]
432,10564,0.010564,[0]
433,10704,0.010704,[1]
434,10797,0.010797,[0]
435,10945,0.010945,[1]
436,11266,0.011266,[0]
437,11331,0.011331,[1]
438,11433,0.011433,[0]
439,11429,0.011429,[1]
440,11241,0.011241,[0]
441,11131,0.011131,[1]
442,11348,0.011348,[0]
443,11464,0.011464,[1]
444,11450,0.01145,[0]
445,11764,0.011764,[1]
446,11754,0.011754,[0]
447,11544,0.011544,[1]
448,11391,0.011391,[0]
449,11100,0.0111,[1]
450,10830,0.01083,[0]
451,10825,0.010825,[1]
452,10669,0.010669,[0]
453,10495,0.010495,[1]
454,10369,0.010369,[0]
455,10072,0.010072,[1]
456,9794,0.009794,[0]
457,9782,0.009782,[1]
458,9639,0.009639,[0]
459,9328,0.009328,[1]
460,9198,0.009198,[0]
461,9185,0.009185,[1]
462,9350,0.00935,[0]
463,9097,0.009097,[1]
464,9066,0.009066,[0]
465,9078,0.009078,[1]
466,8901,0.008901,[0]
467,8729,0.008729,[1]
468,8792,0.008792,[0]
469,9037,0.009037,[1]
470,8839,0.008839,[0]
471,8832,0.008832,[1]
472,8766,0.008766,[0]
473,8818,0.008818,[1]
474,8621,0.008621,[0]
475,8589,0.008589,[1]
476,8522,0.008522,[0]
477,8435,0.008435,[1]
478,8372,0.008372,[0]
479,8402,0.008402,[1]
480,8623,0.008623,[0]
481,8474,0.008474,[1]
482,8622,0.008622,[0]
483,8755,0.008755,[1]
484,8938,0.008938,[0]
485,8979,0.008979,[1]
