[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Davidson,Codie,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_084907_Davidson_Codie_pirhana60SR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
751,11059,0.011059,[1]
752,11011,0.011011,[0]
753,11575,0.011575,[1]
754,11513,0.011513,[0]
755,11514,0.011514,[1]
756,11189,0.011189,[0]
757,11556,0.011556,[1]
758,11599,0.011599,[0]
759,11403,0.011403,[1]
760,11418,0.011418,[0]
761,11424,0.011424,[1]
762,11447,0.011447,[0]
763,11440,0.01144,[1]
764,12114,0.012114,[0]
765,12477,0.012477,[1]
766,12708,0.012708,[0]
767,12127,0.012127,[1]
768,12376,0.012376,[0]
769,12691,0.012691,[1]
770,11963,0.011963,[0]
771,11748,0.011748,[1]
772,12142,0.012142,[0]
773,12516,0.012516,[1]
774,12474,0.012474,[0]
775,12813,0.012813,[1]
776,13099,0.013099,[0]
777,13897,0.013897,[1]
778,13075,0.013075,[0]
779,13942,0.013942,[1]
780,14243,0.014243,[0]
781,13337,0.013337,[1]
782,13745,0.013745,[0]
783,14058,0.014058,[1]
784,14110,0.01411,[0]
785,12444,0.012444,[1]
786,11097,0.011097,[0]
787,10169,0.010169,[1]
788,9731,0.009731,[0]
789,9952,0.009952,[1]
790,10644,0.010644,[0]
791,10832,0.010832,[1]
792,10307,0.010307,[0]
793,10564,0.010564,[1]
794,10914,0.010914,[0]
795,10950,0.01095,[1]
796,10397,0.010397,[0]
797,10003,0.010003,[1]
798,9712,0.009712,[0]
799,9216,0.009216,[1]
800,9414,0.009414,[0]
801,9438,0.009438,[1]
802,9592,0.009592,[0]
803,9363,0.009363,[1]
804,9457,0.009457,[0]
805,9453,0.009453,[1]
806,9485,0.009485,[0]
807,9269,0.009269,[1]
808,9355,0.009355,[0]
809,9247,0.009247,[1]
810,8954,0.008954,[0]
811,9499,0.009499,[1]
812,9458,0.009458,[0]
813,9479,0.009479,[1]
814,9183,0.009183,[0]
815,9034,0.009034,[1]
816,9083,0.009083,[0]
817,8861,0.008861,[1]
818,8932,0.008932,[0]
819,9064,0.009064,[1]
820,9405,0.009405,[0]
821,9609,0.009609,[1]
822,9250,0.00925,[0]
823,9236,0.009236,[1]
824,9085,0.009085,[0]
825,8880,0.00888,[1]
826,8975,0.008975,[0]
827,9059,0.009059,[1]
828,8953,0.008953,[0]
829,9025,0.009025,[1]
830,9213,0.009213,[0]
