[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Curtin,Dom,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_090649_Curtin_Dom_pirhana80SR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
665,10150,0.01015,[1]
666,10569,0.010569,[0]
667,11256,0.011256,[1]
668,11494,0.011494,[0]
669,11545,0.011545,[1]
670,11009,0.011009,[0]
671,10485,0.010485,[1]
672,10132,0.010132,[0]
673,9851,0.009851,[1]
674,9868,0.009868,[0]
675,10232,0.010232,[1]
676,10315,0.010315,[0]
677,10934,0.010934,[1]
678,11137,0.011137,[0]
679,11135,0.011135,[1]
680,11265,0.011265,[0]
681,11306,0.011306,[1]
682,11471,0.011471,[0]
683,11286,0.011286,[1]
684,11426,0.011426,[0]
685,11402,0.011402,[1]
686,11137,0.011137,[0]
687,11112,0.011112,[1]
688,11665,0.011665,[0]
689,11592,0.011592,[1]
690,11317,0.011317,[0]
691,11172,0.011172,[1]
692,11350,0.01135,[0]
693,10985,0.010985,[1]
694,10783,0.010783,[0]
695,10782,0.010782,[1]
696,10682,0.010682,[0]
697,10552,0.010552,[1]
698,10196,0.010196,[0]
699,10348,0.010348,[1]
700,10161,0.010161,[0]
701,9999,0.009999,[1]
702,10004,0.010004,[0]
703,10036,0.010036,[1]
704,9920,0.00992,[0]
705,9530,0.00953,[1]
706,9308,0.009308,[0]
707,9307,0.009307,[1]
708,9330,0.00933,[0]
709,9237,0.009237,[1]
710,9130,0.00913,[0]
711,9111,0.009111,[1]
712,9130,0.00913,[0]
713,9189,0.009189,[1]
714,9080,0.00908,[0]
715,8977,0.008977,[1]
716,8852,0.008852,[0]
717,8755,0.008755,[1]
718,8949,0.008949,[0]
719,8777,0.008777,[1]
720,8763,0.008763,[0]
721,8964,0.008964,[1]
722,8819,0.008819,[0]
723,8663,0.008663,[1]
724,8523,0.008523,[0]
725,8522,0.008522,[1]
726,8462,0.008462,[0]
727,8452,0.008452,[1]
728,8518,0.008518,[0]
729,9000,0.009,[1]
730,9049,0.009049,[0]
731,9220,0.00922,[1]
732,9524,0.009524,[0]
733,9620,0.00962,[1]
734,9597,0.009597,[0]
735,9606,0.009606,[1]
736,9551,0.009551,[0]
737,9545,0.009545,[1]
738,9364,0.009364,[0]
739,9558,0.009558,[1]
740,9723,0.009723,[0]
741,9838,0.009838,[1]
742,10214,0.010214,[0]
743,10801,0.010801,[1]
744,10798,0.010798,[0]
745,10548,0.010548,[1]
746,10543,0.010543,[0]
747,10607,0.010607,[1]
748,10856,0.010856,[0]
749,10790,0.01079,[1]
750,10634,0.010634,[0]
751,10446,0.010446,[1]
752,10555,0.010555,[0]
753,10640,0.01064,[1]
754,10935,0.010935,[0]
755,11015,0.011015,[1]
756,11467,0.011467,[0]
757,11267,0.011267,[1]
758,11467,0.011467,[0]
759,11448,0.011448,[1]
760,11236,0.011236,[0]
761,11116,0.011116,[1]
762,11134,0.011134,[0]
763,11541,0.011541,[1]
764,11535,0.011535,[0]
765,11594,0.011594,[1]
766,11772,0.011772,[0]
767,11758,0.011758,[1]
768,11424,0.011424,[0]
769,11214,0.011214,[1]
770,11004,0.011004,[0]
771,10659,0.010659,[1]
772,10487,0.010487,[0]
773,10424,0.010424,[1]
774,10518,0.010518,[0]
775,10367,0.010367,[1]
776,10220,0.01022,[0]
777,10188,0.010188,[1]
778,10223,0.010223,[0]
779,10059,0.010059,[1]
780,10015,0.010015,[0]
781,9877,0.009877,[1]
782,9616,0.009616,[0]
783,9464,0.009464,[1]
784,9350,0.00935,[0]
785,9225,0.009225,[1]
786,9117,0.009117,[0]
787,9026,0.009026,[1]
788,8989,0.008989,[0]
789,8913,0.008913,[1]
790,8940,0.00894,[0]
791,9185,0.009185,[1]
792,9080,0.00908,[0]
793,9078,0.009078,[1]
794,9031,0.009031,[0]
795,9142,0.009142,[1]
796,9069,0.009069,[0]
797,9147,0.009147,[1]
798,9614,0.009614,[0]
799,9908,0.009908,[1]
800,9822,0.009822,[0]
801,9332,0.009332,[1]
802,9094,0.009094,[0]
803,8816,0.008816,[1]
804,8566,0.008566,[0]
805,8321,0.008321,[1]
806,8437,0.008437,[0]
807,8515,0.008515,[1]
808,8803,0.008803,[0]
809,9161,0.009161,[1]
810,9505,0.009505,[0]
811,9806,0.009806,[1]
812,9870,0.00987,[0]
813,10096,0.010096,[1]
814,10288,0.010288,[0]
815,10153,0.010153,[1]
816,9696,0.009696,[0]
817,9727,0.009727,[1]
818,9668,0.009668,[0]
819,9694,0.009694,[1]
820,9427,0.009427,[0]
821,9560,0.00956,[1]
822,10073,0.010073,[0]
823,10142,0.010142,[1]
824,10173,0.010173,[0]
825,10120,0.01012,[1]
826,10857,0.010857,[0]
827,11022,0.011022,[1]
828,10825,0.010825,[0]
829,10728,0.010728,[1]
830,10651,0.010651,[0]
