[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Curtin,Dom,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_090932_Curtin_Dom_pirhanaSelfSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
571,8430,0.00843,[1]
572,8601,0.008601,[0]
573,8464,0.008464,[1]
574,8358,0.008358,[0]
575,8233,0.008233,[1]
576,8029,0.008029,[0]
577,7896,0.007896,[1]
578,7792,0.007792,[0]
579,7625,0.007625,[1]
580,7492,0.007492,[0]
581,7587,0.007587,[1]
582,7534,0.007534,[0]
583,7483,0.007483,[1]
584,7586,0.007586,[0]
585,7884,0.007884,[1]
586,7971,0.007971,[0]
587,8062,0.008062,[1]
588,8016,0.008016,[0]
589,7930,0.00793,[1]
590,7830,0.00783,[0]
591,7779,0.007779,[1]
592,7940,0.00794,[0]
593,7901,0.007901,[1]
594,7835,0.007835,[0]
595,7823,0.007823,[1]
596,8051,0.008051,[0]
597,8121,0.008121,[1]
598,8045,0.008045,[0]
599,8336,0.008336,[1]
600,8542,0.008542,[0]
601,8602,0.008602,[1]
602,8561,0.008561,[0]
603,8727,0.008727,[1]
604,8702,0.008702,[0]
605,8687,0.008687,[1]
606,8996,0.008996,[0]
607,9383,0.009383,[1]
608,9438,0.009438,[0]
609,9524,0.009524,[1]
610,9577,0.009577,[0]
611,9567,0.009567,[1]
612,9407,0.009407,[0]
613,9205,0.009205,[1]
614,9048,0.009048,[0]
615,8994,0.008994,[1]
616,9066,0.009066,[0]
617,9254,0.009254,[1]
618,9372,0.009372,[0]
619,9600,0.0096,[1]
620,10051,0.010051,[0]
621,9900,0.0099,[1]
622,9851,0.009851,[0]
623,9729,0.009729,[1]
624,9485,0.009485,[0]
625,9315,0.009315,[1]
626,9109,0.009109,[0]
627,9132,0.009132,[1]
628,9156,0.009156,[0]
629,8995,0.008995,[1]
630,8844,0.008844,[0]
631,8725,0.008725,[1]
632,8536,0.008536,[0]
633,8385,0.008385,[1]
634,8290,0.00829,[0]
635,8193,0.008193,[1]
636,8119,0.008119,[0]
637,8007,0.008007,[1]
638,7980,0.00798,[0]
639,8006,0.008006,[1]
640,8003,0.008003,[0]
641,8030,0.00803,[1]
642,7973,0.007973,[0]
643,7920,0.00792,[1]
644,7934,0.007934,[0]
645,7922,0.007922,[1]
646,7857,0.007857,[0]
647,7781,0.007781,[1]
648,7844,0.007844,[0]
649,7752,0.007752,[1]
650,7664,0.007664,[0]
651,7711,0.007711,[1]
652,7666,0.007666,[0]
653,7722,0.007722,[1]
654,7679,0.007679,[0]
655,7891,0.007891,[1]
656,7971,0.007971,[0]
657,8148,0.008148,[1]
658,8085,0.008085,[0]
659,8255,0.008255,[1]
660,8446,0.008446,[0]
661,8408,0.008408,[1]
662,8407,0.008407,[0]
663,8504,0.008504,[1]
664,8473,0.008473,[0]
665,8425,0.008425,[1]
666,8571,0.008571,[0]
667,8863,0.008863,[1]
668,8820,0.00882,[0]
669,8957,0.008957,[1]
670,9318,0.009318,[0]
671,9624,0.009624,[1]
672,9457,0.009457,[0]
673,9353,0.009353,[1]
674,9258,0.009258,[0]
675,9319,0.009319,[1]
676,9528,0.009528,[0]
677,9845,0.009845,[1]
678,9995,0.009995,[0]
679,10147,0.010147,[1]
680,10118,0.010118,[0]
681,10113,0.010113,[1]
682,9967,0.009967,[0]
683,9686,0.009686,[1]
684,9495,0.009495,[0]
685,10049,0.010049,[1]
686,11301,0.011301,[0]
687,11266,0.011266,[1]
688,10773,0.010773,[0]
689,10257,0.010257,[1]
690,9886,0.009886,[0]
691,9463,0.009463,[1]
692,8995,0.008995,[0]
693,8726,0.008726,[1]
694,8527,0.008527,[0]
695,8388,0.008388,[1]
696,8193,0.008193,[0]
697,8164,0.008164,[1]
698,8366,0.008366,[0]
699,8583,0.008583,[1]
700,8593,0.008593,[0]
701,8521,0.008521,[1]
702,8424,0.008424,[0]
703,8371,0.008371,[1]
704,8283,0.008283,[0]
705,8104,0.008104,[1]
706,7967,0.007967,[0]
707,7818,0.007818,[1]
708,7853,0.007853,[0]
709,7676,0.007676,[1]
710,7767,0.007767,[0]
711,7931,0.007931,[1]
712,7771,0.007771,[0]
713,7726,0.007726,[1]
714,7874,0.007874,[0]
715,8194,0.008194,[1]
716,8399,0.008399,[0]
717,8154,0.008154,[1]
718,8429,0.008429,[0]
719,8490,0.00849,[1]
720,8308,0.008308,[0]
721,8669,0.008669,[1]
722,8675,0.008675,[0]
723,8542,0.008542,[1]
724,8477,0.008477,[0]
725,8816,0.008816,[1]
726,8794,0.008794,[0]
727,8759,0.008759,[1]
