[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Long,Merle,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_092751_Long_Merle_205PaddleMaxSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
548,9283,0.009283,[0]
549,9136,0.009136,[1]
550,9197,0.009197,[0]
551,9264,0.009264,[1]
552,9409,0.009409,[0]
553,9422,0.009422,[1]
554,9425,0.009425,[0]
555,9401,0.009401,[1]
556,9352,0.009352,[0]
557,9243,0.009243,[1]
558,9186,0.009186,[0]
559,9278,0.009278,[1]
560,9107,0.009107,[0]
561,8907,0.008907,[1]
562,8684,0.008684,[0]
563,8467,0.008467,[1]
564,8311,0.008311,[0]
565,8164,0.008164,[1]
566,8034,0.008034,[0]
567,7982,0.007982,[1]
568,7911,0.007911,[0]
569,7808,0.007808,[1]
570,7807,0.007807,[0]
571,7953,0.007953,[1]
572,7989,0.007989,[0]
573,7933,0.007933,[1]
574,7835,0.007835,[0]
575,7753,0.007753,[1]
576,7632,0.007632,[0]
577,7564,0.007564,[1]
578,7519,0.007519,[0]
579,7428,0.007428,[1]
580,7481,0.007481,[0]
581,7661,0.007661,[1]
582,7788,0.007788,[0]
583,7916,0.007916,[1]
584,7854,0.007854,[0]
585,8186,0.008186,[1]
586,8309,0.008309,[0]
587,8351,0.008351,[1]
588,8441,0.008441,[0]
589,8408,0.008408,[1]
590,8379,0.008379,[0]
591,8335,0.008335,[1]
592,8619,0.008619,[0]
593,8816,0.008816,[1]
594,8897,0.008897,[0]
595,8956,0.008956,[1]
596,9297,0.009297,[0]
597,9578,0.009578,[1]
598,9992,0.009992,[0]
599,9902,0.009902,[1]
600,10263,0.010263,[0]
601,10145,0.010145,[1]
602,9891,0.009891,[0]
603,9791,0.009791,[1]
604,9599,0.009599,[0]
605,9324,0.009324,[1]
606,9282,0.009282,[0]
607,10025,0.010025,[1]
608,10464,0.010464,[0]
609,9818,0.009818,[1]
610,9424,0.009424,[0]
611,8939,0.008939,[1]
612,8484,0.008484,[0]
613,8158,0.008158,[1]
614,7810,0.00781,[0]
615,7465,0.007465,[1]
616,7213,0.007213,[0]
617,7124,0.007124,[1]
618,7114,0.007114,[0]
619,7295,0.007295,[1]
620,7666,0.007666,[0]
