[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Davidson,Codie,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_085918_Davidson_Codie_pirhanaMaxSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
716,8395,0.008395,[0]
717,8322,0.008322,[1]
718,8268,0.008268,[0]
719,8212,0.008212,[1]
720,8407,0.008407,[0]
721,8407,0.008407,[1]
722,8760,0.00876,[0]
723,9119,0.009119,[1]
724,9091,0.009091,[0]
725,9112,0.009112,[1]
726,8943,0.008943,[0]
727,9134,0.009134,[1]
728,9209,0.009209,[0]
729,8971,0.008971,[1]
730,9266,0.009266,[0]
731,9240,0.00924,[1]
732,9547,0.009547,[0]
733,9537,0.009537,[1]
734,9898,0.009898,[0]
735,10129,0.010129,[1]
736,10193,0.010193,[0]
737,10277,0.010277,[1]
738,10355,0.010355,[0]
739,10446,0.010446,[1]
740,10708,0.010708,[0]
741,10768,0.010768,[1]
742,11019,0.011019,[0]
743,10531,0.010531,[1]
744,10194,0.010194,[0]
745,10020,0.01002,[1]
746,10213,0.010213,[0]
747,10047,0.010047,[1]
748,10044,0.010044,[0]
749,10339,0.010339,[1]
750,10283,0.010283,[0]
751,10218,0.010218,[1]
752,10006,0.010006,[0]
753,10233,0.010233,[1]
754,10156,0.010156,[0]
755,9985,0.009985,[1]
756,9835,0.009835,[0]
757,9707,0.009707,[1]
758,9429,0.009429,[0]
759,9150,0.00915,[1]
760,8926,0.008926,[0]
761,8769,0.008769,[1]
762,8701,0.008701,[0]
763,8638,0.008638,[1]
764,8584,0.008584,[0]
765,8692,0.008692,[1]
766,8689,0.008689,[0]
767,8717,0.008717,[1]
768,8885,0.008885,[0]
769,8902,0.008902,[1]
770,8787,0.008787,[0]
771,8610,0.00861,[1]
772,8565,0.008565,[0]
773,8523,0.008523,[1]
774,8367,0.008367,[0]
775,8386,0.008386,[1]
776,8514,0.008514,[0]
777,8815,0.008815,[1]
778,8716,0.008716,[0]
779,8896,0.008896,[1]
780,9136,0.009136,[0]
781,9603,0.009603,[1]
782,9713,0.009713,[0]
783,9823,0.009823,[1]
784,9897,0.009897,[0]
785,9890,0.00989,[1]
786,9869,0.009869,[0]
787,10162,0.010162,[1]
788,10451,0.010451,[0]
789,10473,0.010473,[1]
790,10364,0.010364,[0]
791,10578,0.010578,[1]
792,10658,0.010658,[0]
793,10526,0.010526,[1]
794,10369,0.010369,[0]
795,10759,0.010759,[1]
