[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Davidson,Codie,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_075705_Davidson_Codie_MaxSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
647,9515,0.009515,[1]
648,9614,0.009614,[0]
649,9656,0.009656,[1]
650,9533,0.009533,[0]
651,9876,0.009876,[1]
652,10212,0.010212,[0]
653,10472,0.010472,[1]
654,10618,0.010618,[0]
655,10492,0.010492,[1]
656,10742,0.010742,[0]
657,10496,0.010496,[1]
658,10556,0.010556,[0]
659,10643,0.010643,[1]
660,10760,0.01076,[0]
661,10676,0.010676,[1]
662,10389,0.010389,[0]
663,10541,0.010541,[1]
664,10972,0.010972,[0]
665,10846,0.010846,[1]
666,10370,0.01037,[0]
667,10276,0.010276,[1]
668,9991,0.009991,[0]
669,9640,0.00964,[1]
670,9277,0.009277,[0]
671,9053,0.009053,[1]
672,8986,0.008986,[0]
673,8809,0.008809,[1]
674,8882,0.008882,[0]
675,9234,0.009234,[1]
676,9062,0.009062,[0]
677,9124,0.009124,[1]
678,9012,0.009012,[0]
679,8924,0.008924,[1]
680,8892,0.008892,[0]
681,8646,0.008646,[1]
682,8706,0.008706,[0]
683,8672,0.008672,[1]
684,8871,0.008871,[0]
685,8599,0.008599,[1]
686,8720,0.00872,[0]
687,8583,0.008583,[1]
688,8379,0.008379,[0]
689,8477,0.008477,[1]
690,8638,0.008638,[0]
691,8865,0.008865,[1]
692,8978,0.008978,[0]
693,8954,0.008954,[1]
694,9296,0.009296,[0]
695,9424,0.009424,[1]
696,9607,0.009607,[0]
697,9886,0.009886,[1]
698,9960,0.00996,[0]
699,9966,0.009966,[1]
700,9912,0.009912,[0]
701,9889,0.009889,[1]
702,10066,0.010066,[0]
703,10123,0.010123,[1]
704,10666,0.010666,[0]
705,11183,0.011183,[1]
706,11585,0.011585,[0]
707,11320,0.01132,[1]
708,11614,0.011614,[0]
709,11442,0.011442,[1]
710,11107,0.011107,[0]
711,10909,0.010909,[1]
712,10931,0.010931,[0]
713,10883,0.010883,[1]
714,10508,0.010508,[0]
715,10511,0.010511,[1]
716,10516,0.010516,[0]
717,10375,0.010375,[1]
718,10161,0.010161,[0]
719,10386,0.010386,[1]
720,10186,0.010186,[0]
721,10223,0.010223,[1]
722,9777,0.009777,[0]
723,9416,0.009416,[1]
724,9330,0.00933,[0]
725,8978,0.008978,[1]
726,8790,0.00879,[0]
727,8817,0.008817,[1]
728,8761,0.008761,[0]
729,9083,0.009083,[1]
730,8866,0.008866,[0]
731,8886,0.008886,[1]
732,8794,0.008794,[0]
733,8660,0.00866,[1]
734,8463,0.008463,[0]
735,8354,0.008354,[1]
736,8626,0.008626,[0]
737,8567,0.008567,[1]
738,8424,0.008424,[0]
739,8489,0.008489,[1]
740,8839,0.008839,[0]
741,8988,0.008988,[1]
742,8963,0.008963,[0]
743,8855,0.008855,[1]
744,8670,0.00867,[0]
745,8491,0.008491,[1]
746,8481,0.008481,[0]
747,8575,0.008575,[1]
748,8863,0.008863,[0]
749,8749,0.008749,[1]
750,8844,0.008844,[0]
751,9025,0.009025,[1]
752,9029,0.009029,[0]
753,9247,0.009247,[1]
754,9386,0.009386,[0]
755,9843,0.009843,[1]
756,10008,0.010008,[0]
757,10042,0.010042,[1]
758,10297,0.010297,[0]
759,10366,0.010366,[1]
760,10343,0.010343,[0]
761,10476,0.010476,[1]
762,10702,0.010702,[0]
763,10638,0.010638,[1]
764,10805,0.010805,[0]
765,10672,0.010672,[1]
766,11073,0.011073,[0]
767,11201,0.011201,[1]
768,11162,0.011162,[0]
769,11207,0.011207,[1]
770,11269,0.011269,[0]
771,11316,0.011316,[1]
772,10769,0.010769,[0]
773,10550,0.01055,[1]
774,10347,0.010347,[0]
775,10305,0.010305,[1]
776,10042,0.010042,[0]
777,9961,0.009961,[1]
778,9885,0.009885,[0]
779,9600,0.0096,[1]
780,9358,0.009358,[0]
781,9358,0.009358,[1]
782,9172,0.009172,[0]
783,8931,0.008931,[1]
784,9089,0.009089,[0]
785,9145,0.009145,[1]
786,9061,0.009061,[0]
787,8734,0.008734,[1]
788,8846,0.008846,[0]
789,8925,0.008925,[1]
790,8777,0.008777,[0]
791,8700,0.0087,[1]
792,8851,0.008851,[0]
793,8752,0.008752,[1]
794,8514,0.008514,[0]
795,8556,0.008556,[1]
796,8739,0.008739,[0]
797,9008,0.009008,[1]
798,8817,0.008817,[0]
799,9463,0.009463,[1]
800,9933,0.009933,[0]
801,9751,0.009751,[1]
802,9759,0.009759,[0]
803,9670,0.00967,[1]
804,9390,0.00939,[0]
805,8972,0.008972,[1]
806,9069,0.009069,[0]
807,9487,0.009487,[1]
808,9352,0.009352,[0]
809,9767,0.009767,[1]
810,10204,0.010204,[0]
811,10446,0.010446,[1]
812,10646,0.010646,[0]
813,11076,0.011076,[1]
814,11493,0.011493,[0]
815,11456,0.011456,[1]
816,11061,0.011061,[0]
817,11272,0.011272,[1]
818,11242,0.011242,[0]
819,11261,0.011261,[1]
820,10930,0.01093,[0]
821,11131,0.011131,[1]
822,11208,0.011208,[0]
823,10843,0.010843,[1]
824,10633,0.010633,[0]
